-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  --------------------------------------------------------------------------------  ------------  
                                               aten::mm         0.60%     304.383ms         0.60%     304.384ms     304.384ms             1                                                    [[2048, 5120], [5120, 152064]]  3189013217280.000  
                                              aten::mul         0.45%     227.757ms         0.45%     227.757ms       1.582ms           144                                                [[8, 256, 13824], [8, 256, 13824]]  4076863488.000  
                                             aten::add_         0.37%     186.091ms         0.37%     186.091ms     652.952us           285                                              [[8, 256, 5120], [8, 256, 5120], []]            --  
autograd::engine::evaluate_function: BackwardHookFun...         0.37%     184.721ms         0.54%     272.473ms     316.094us           862                                                                                []            --  
                                              aten::mul         0.33%     166.379ms         0.35%     178.223ms     928.246us           192                                                              [[8, 256, 5120], []]  2013265920.000  
                                    aten::silu_backward         0.32%     163.357ms         0.32%     163.357ms       3.403ms            48                                                [[8, 256, 13824], [8, 256, 13824]]            --  
                                              aten::add         0.32%     160.383ms         0.39%     194.215ms       1.012ms           192                                              [[8, 256, 5120], [8, 256, 5120], []]  2013265920.000  
                                              aten::mul         0.28%     143.382ms         0.28%     143.382ms     746.782us           192                                             [[8, 40, 256, 128], [1, 1, 256, 128]]  2013265920.000  
                                    aten::empty_strided         0.28%     142.748ms         0.28%     142.748ms      47.065us          3033                                                          [[], [], [], [], [], []]            --  
                                              aten::mul         0.24%     123.306ms         0.24%     123.306ms     638.891us           193                                                     [[8, 256, 5120], [8, 256, 1]]  2023751680.000  
                                             aten::silu         0.24%     121.476ms         0.24%     121.476ms       2.531ms            48                                                                 [[8, 256, 13824]]            --  
                                             aten::div_         0.23%     116.609ms         0.25%     125.497ms       1.307ms            96                                                              [[8, 256, 5120], []]            --  
                                               aten::mm         0.23%     114.247ms         0.23%     114.397ms     794.421us           144                                                         [[2048, 5120], [5120, 8]]  24159191040.000  
                                              aten::pow         0.21%     106.078ms         0.34%     172.817ms     895.423us           193                                                              [[8, 256, 5120], []]            --  
                                              aten::div         0.21%     105.334ms         0.22%     110.039ms       1.146ms            96                                                              [[8, 256, 5120], []]            --  
                                               aten::mm         0.17%      86.894ms         0.17%      87.007ms     612.728us           142                                                            [[2048, 8], [8, 5120]]  23823646720.000  
                                               aten::mm         0.16%      80.598ms         0.16%      80.652ms       1.680ms            48                                                         [[5120, 2048], [2048, 8]]  8053063680.000  
                                             aten::add_         0.15%      76.882ms         0.15%      76.882ms     800.851us            96                                        [[8, 40, 256, 128], [8, 40, 256, 128], []]            --  
                                            aten::empty         0.14%      70.527ms         0.14%      70.527ms      56.512us          1248                                                          [[], [], [], [], [], []]            --  
                               Optimizer.step#Adam.step         0.13%      66.221ms         0.37%     188.002ms     188.002ms             1                                                                                []            --  
                                              aten::mul         0.11%      54.302ms         0.11%      54.302ms     565.642us            96                                                          [[8, 256, 5120], [5120]]  1006632960.000  
                                               aten::mm         0.11%      54.120ms         0.11%      54.199ms     564.570us            96                                                         [[8, 2048], [2048, 5120]]  16106127360.000  
                                              aten::cat         0.10%      50.906ms         0.10%      52.516ms     272.103us           193                                                                          [[], []]            --  
                                              aten::mul         0.10%      48.038ms         0.10%      48.038ms     495.232us            97                                                          [[5120], [8, 256, 5120]]    496640.000  
                                              aten::add         0.09%      45.338ms         0.09%      45.338ms     944.537us            48                                        [[8, 40, 256, 128], [8, 40, 256, 128], []]  503316480.000  
                                              aten::mul         0.09%      45.211ms         0.09%      45.211ms     237.951us           190                                              [[8, 8, 256, 128], [1, 1, 256, 128]]  398458880.000  
                                              aten::sum         0.08%      42.070ms         0.08%      42.695ms     444.740us            96                                                      [[8, 256, 5120], [], [], []]            --  
                                     aten::_log_softmax         0.08%      41.329ms         0.08%      41.329ms      41.329ms             1                                                          [[2048, 152064], [], []]            --  
                                            aten::copy_         0.08%      39.866ms         0.08%      39.866ms      19.933ms             2                                          [[8, 256, 152064], [8, 256, 152064], []]            --  
                                             aten::add_         0.08%      39.640ms         0.08%      39.640ms     825.840us            48                                                        [[2048, 5120], [5120], []]            --  
                       aten::_log_softmax_backward_data         0.07%      32.716ms         0.07%      32.716ms      32.716ms             1                                          [[2048, 152064], [2048, 152064], [], []]            --  
                                               aten::mm         0.06%      29.730ms         0.06%      29.810ms     621.037us            48                                                         [[1024, 2048], [2048, 8]]  1610612736.000  
                                              aten::mul         0.05%      27.580ms         0.07%      33.088ms     344.669us            96                                                              [[8, 256, 1024], []]  201326592.000  
                                              aten::neg         0.05%      26.978ms         0.05%      26.978ms     281.019us            96                                                                [[8, 40, 256, 64]]            --  
                                              aten::sum         0.05%      26.144ms         0.05%      26.683ms     275.086us            97                                         [[8, 256, 5120], [], [], [], [8, 256, 1]]            --  
                                            aten::fill_         0.04%      20.547ms         0.04%      20.547ms     214.032us            96                                                           [[8, 40, 256, 128], []]            --  
                                            aten::copy_         0.04%      19.338ms         0.04%      19.338ms     101.245us           191                                              [[8, 256, 1024], [8, 256, 1024], []]            --  
                                            aten::copy_         0.04%      17.894ms         0.04%      17.894ms     372.792us            48                                        [[8, 256, 40, 128], [8, 256, 40, 128], []]            --  
                                             aten::add_         0.03%      16.988ms         0.03%      16.988ms     180.725us            94                                          [[8, 8, 256, 128], [8, 8, 256, 128], []]            --  
      autograd::engine::evaluate_function: MulBackward0         0.03%      16.806ms         1.57%     790.311ms       1.275ms           620                                                                                []            --  
                                            aten::fill_         0.03%      14.290ms         0.03%      14.290ms      14.290ms             1                                                              [[2048, 152064], []]            --  
                                   BackwardHookFunction         0.03%      14.032ms         0.04%      18.435ms      42.872us           430                                                                  [[8, 256, 5120]]            --  
                                            aten::copy_         0.03%      12.987ms         0.03%      12.987ms     135.283us            96                                          [[8, 40, 256, 64], [8, 40, 256, 64], []]            --  
                                         aten::_to_copy         0.02%      11.598ms         0.92%     460.777ms     600.752us           767                                          [[8, 256, 5120], [], [], [], [], [], []]            --  
                                               aten::mm         0.02%      11.532ms         0.02%      11.555ms     240.731us            48                                                            [[2048, 8], [8, 1024]]  1610612736.000  
                                              aten::add         0.02%      11.365ms         0.02%      11.365ms     236.769us            48                                          [[8, 8, 256, 128], [8, 8, 256, 128], []]  100663296.000  
                                         aten::_to_copy         0.02%      11.047ms         0.17%      83.524ms      54.236us          1540                                                      [[], [], [], [], [], [], []]            --  
                                              aten::mul         0.02%      10.380ms         0.03%      16.251ms     169.283us            96                                                                 [[8, 256, 1], []]    196608.000  
                                               aten::mm         0.02%       9.605ms         0.02%       9.654ms     201.133us            48                                                         [[2048, 1024], [1024, 8]]  1610612736.000  
                                            aten::fill_         0.02%       9.577ms         0.02%       9.577ms     199.531us            48                                                           [[8, 256, 40, 128], []]            --  
                                              aten::add         0.02%       9.029ms         0.03%      15.431ms     321.486us            48                                              [[8, 256, 1024], [8, 256, 1024], []]  100663296.000  
                           BackwardHookFunctionBackward         0.02%       8.989ms         0.02%       8.989ms      20.904us           430                                                                  [[8, 256, 5120]]            --  
                                             aten::add_         0.02%       8.940ms         0.02%       8.940ms     186.250us            48                                                        [[2048, 1024], [1024], []]            --  
       autograd::engine::evaluate_function: MmBackward0         0.02%       8.777ms        22.34%       11.242s      29.200ms           385                                                                                []            --  
autograd::engine::evaluate_function: ToCopyBackward0...         0.02%       8.608ms         0.62%     311.607ms     813.596us           383                                                                                []            --  
                                              aten::neg         0.02%       8.576ms         0.02%       8.576ms      90.276us            95                                                                 [[8, 8, 256, 64]]            --  
                                             aten::mean         0.02%       8.363ms         0.10%      49.172ms     506.924us            97                                                      [[8, 256, 5120], [], [], []]            --  
                                             aten::div_         0.02%       8.273ms         0.03%      14.126ms     145.626us            97                                                                 [[8, 256, 1], []]            --  
                                              aten::div         0.02%       7.582ms         0.03%      12.602ms     131.274us            96                                                                   [[8, 5120], []]            --  
                                             aten::view         0.01%       6.900ms         0.01%       6.900ms       6.261us          1102                                                              [[8, 256, 5120], []]            --  
                                             aten::sqrt         0.01%       6.641ms         0.01%       6.641ms      69.180us            96                                                                       [[8, 5120]]            --  
     autograd::engine::evaluate_function: ViewBackward0         0.01%       6.490ms         0.10%      48.680ms      56.803us           857                                                                                []            --  
                                              aten::pow         0.01%       6.259ms         0.01%       6.566ms      68.393us            96                                                                 [[8, 256, 1], []]            --  
                                            aten::copy_         0.01%       5.657ms         0.01%       5.657ms       3.673us          1540                                                                      [[], [], []]            --  
                                              aten::add         0.01%       5.605ms         0.02%      10.341ms     106.605us            97                                                             [[8, 256, 1], [], []]    198656.000  
                                            aten::rsqrt         0.01%       5.523ms         0.01%       5.523ms      56.938us            97                                                                     [[8, 256, 1]]            --  
                                   BackwardHookFunction         0.01%       5.222ms         0.01%       6.788ms      47.141us           144                                                                 [[8, 256, 13824]]            --  
                                            aten::copy_         0.01%       4.895ms         0.01%       4.895ms      52.072us            94                                            [[8, 8, 256, 64], [8, 8, 256, 64], []]            --  
      autograd::engine::evaluate_function: PowBackward0         0.01%       4.423ms         0.67%     336.639ms       3.507ms            96                                                                                []            --  
                                              aten::mul         0.01%       4.293ms         0.01%       4.293ms      44.719us            96                                                        [[8, 256, 1], [8, 256, 1]]    196608.000  
                                            aten::fill_         0.01%       4.261ms         0.01%       4.261ms      45.325us            94                                                            [[8, 8, 256, 128], []]            --  
                                            aten::copy_         0.01%       4.224ms         0.01%       4.224ms      89.865us            47                                          [[8, 256, 8, 128], [8, 256, 8, 128], []]            --  
                                           MulBackward0         0.01%       4.211ms         0.81%     408.340ms       1.223ms           334                                                                  [[8, 256, 5120]]            --  
    autograd::engine::evaluate_function: SliceBackward0         0.01%       4.020ms         0.21%     105.296ms     554.191us           190                                                                                []            --  
autograd::engine::evaluate_function: ScaledDotProduc...         0.01%       4.003ms        10.04%        5.055s     105.318ms            48                                                                                []            --  
                                          aten::dropout         0.01%       3.769ms        26.88%       13.527s     140.911ms            96                                                          [[8, 256, 5120], [], []]            --  
                                             aten::view         0.01%       3.752ms         0.01%       3.752ms      11.199us           335                                                                [[2048, 5120], []]            --  
                                               aten::to         0.01%       3.732ms         0.17%      87.256ms      56.660us          1540                                                              [[], [], [], [], []]            --  
                                              aten::div         0.01%       3.694ms         0.01%       6.208ms     129.332us            48                                                                   [[5120, 8], []]            --  
                                            aten::fill_         0.01%       3.555ms         0.01%       3.555ms      37.030us            96                                                            [[8, 256, 8, 128], []]            --  
                                            MmBackward0         0.01%       3.532ms         8.55%        4.305s      29.896ms           144                                                                    [[2048, 5120]]            --  
                                   BackwardHookFunction         0.01%       3.499ms         0.01%       4.523ms      23.558us           192                                                                     [[8, 256, 8]]            --  
                                            aten::slice         0.01%       3.454ms         0.01%       4.111ms       7.200us           571                                                [[8, 8, 256, 128], [], [], [], []]            --  
                                           PowBackward0         0.01%       3.452ms         0.52%     262.483ms       2.734ms            96                                                                  [[8, 256, 5120]]            --  
                                             aten::sqrt         0.01%       3.445ms         0.01%       3.445ms      71.777us            48                                                                       [[5120, 8]]            --  
                                            aten::fill_         0.01%       3.429ms         0.01%       3.429ms      17.860us           192                                                                   [[8, 5120], []]            --  
      autograd::engine::evaluate_function: AddBackward0         0.01%       3.288ms         0.07%      37.448ms      97.777us           383                                                                                []            --  
                                            aten::zeros         0.01%       3.218ms         0.12%      60.298ms     140.556us           429                                                              [[], [], [], [], []]            --  
                                           aten::matmul         0.01%       3.143ms        10.31%        5.191s      54.076ms            96                                                   [[8, 256, 5120], [5120, 13824]]            --  
                                         RsqrtBackward0         0.01%       3.067ms         0.06%      30.177ms     314.339us            96                                                                     [[8, 256, 1]]            --  
                                             aten::mul_         0.01%       3.052ms         0.02%       7.990ms      83.233us            96                                                                   [[8, 5120], []]            --  
                           BackwardHookFunctionBackward         0.01%       2.955ms         0.01%       2.955ms      31.108us            95                                                                  [[8, 256, 1024]]            --  
                                              aten::div         0.01%       2.938ms         0.01%       5.447ms     113.469us            48                                                                   [[1024, 8], []]            --  
                           BackwardHookFunctionBackward         0.01%       2.867ms         0.01%       2.867ms      19.912us           144                                                                 [[8, 256, 13824]]            --  
                                            aten::lerp_         0.01%       2.793ms         0.01%       2.793ms      29.095us            96                                                        [[8, 5120], [8, 5120], []]            --  
                                             aten::add_         0.01%       2.593ms         0.01%       7.493ms      78.056us            96                                                               [[8, 5120], [], []]            --  
                                            aten::copy_         0.01%       2.592ms         0.01%       2.592ms      54.007us            48                                                  [[2048, 1024], [2048, 1024], []]            --  
                                             aten::add_         0.01%       2.588ms         0.03%      12.652ms      65.897us           192                                                                      [[], [], []]            --  
                                             aten::sqrt         0.01%       2.569ms         0.01%       2.569ms      53.527us            48                                                                       [[1024, 8]]            --  
                                            MmBackward0         0.01%       2.561ms        12.23%        6.158s      64.146ms            96                                                                   [[2048, 13824]]            --  
                                         aten::addcdiv_         0.00%       2.494ms         0.00%       2.494ms      25.980us            96                                             [[8, 5120], [8, 5120], [8, 5120], []]            --  
                                            MmBackward0         0.00%       2.375ms         0.21%     107.533ms       1.120ms            96                                                                       [[2048, 8]]            --  
autograd::engine::evaluate_function: UnsafeViewBackw...         0.00%       2.264ms         0.02%       8.304ms      21.568us           385                                                                                []            --  
                                            aten::slice         0.00%       2.256ms         0.01%       2.778ms       7.234us           384                                               [[8, 40, 256, 128], [], [], [], []]            --  
                                   BackwardHookFunction         0.00%       2.207ms         0.01%       2.710ms      28.522us            95                                                                  [[8, 256, 1024]]            --  
                                        aten::transpose         0.00%       2.179ms         0.01%       3.030ms      15.779us           192                                                       [[8, 256, 40, 128], [], []]            --  
                                        ToCopyBackward0         0.00%       2.058ms         0.39%     195.709ms     585.955us           334                                                                  [[8, 256, 5120]]            --  
                           BackwardHookFunctionBackward         0.00%       2.032ms         0.00%       2.032ms      10.585us           192                                                                     [[8, 256, 8]]            --  
                                               aten::to         0.00%       2.000ms         0.54%     270.621ms     432.301us           626                                                  [[8, 256, 5120], [], [], [], []]            --  
    autograd::engine::evaluate_function: RsqrtBackward0         0.00%       1.944ms         0.06%      32.121ms     334.591us            96                                                                                []            --  
                                          ViewBackward0         0.00%       1.937ms         0.01%       5.263ms      18.402us           286                                                                    [[2048, 5120]]            --  
                                             aten::view         0.00%       1.922ms         0.00%       1.922ms       6.675us           288                                                             [[8, 256, 13824], []]            --  
                                         aten::addcmul_         0.00%       1.903ms         0.00%       1.903ms      19.818us            96                                             [[8, 5120], [8, 5120], [8, 5120], []]            --  
                                         aten::_to_copy         0.00%       1.800ms         0.06%      30.454ms     159.445us           191                                          [[8, 256, 1024], [], [], [], [], [], []]            --  
     autograd::engine::evaluate_function: SiluBackward0         0.00%       1.754ms         0.33%     165.617ms       3.450ms            48                                                                                []            --  
                                          aten::view_as         0.00%       1.751ms         0.01%       4.403ms      10.240us           430                                                  [[8, 256, 5120], [8, 256, 5120]]            --  
                                          aten::reshape         0.00%       1.738ms         0.01%       5.420ms       9.409us           576                                                              [[8, 256, 5120], []]            --  
                                            aten::fill_         0.00%       1.688ms         0.00%       1.688ms      17.585us            96                                                                   [[5120, 8], []]            --  
                                           aten::matmul         0.00%       1.681ms         3.24%        1.630s      33.950ms            48                                                    [[8, 256, 5120], [5120, 5120]]            --  
                                        aten::transpose         0.00%       1.670ms         0.00%       2.111ms       6.282us           336                                                       [[8, 40, 256, 128], [], []]            --  
                                                aten::t         0.00%       1.660ms         0.01%       3.715ms      12.901us           288                                                                       [[8, 5120]]            --  
      autograd::engine::evaluate_function: CatBackward0         0.00%       1.653ms         0.02%      10.629ms      55.942us           190                                                                                []            --  
                                           aten::matmul         0.00%       1.637ms         0.17%      87.449ms     910.929us            96                                                       [[8, 256, 5120], [5120, 8]]            --  
                                            MmBackward0         0.00%       1.635ms         0.09%      42.794ms     891.536us            48                                                                    [[2048, 1024]]            --  
                     Optimizer.zero_grad#Adam.zero_grad         0.00%       1.631ms         0.00%       1.631ms       1.631ms             1                                                                                []            --  
                                        aten::transpose         0.00%       1.625ms         0.00%       2.056ms       7.164us           287                                                        [[8, 8, 256, 128], [], []]            --  
                                             aten::mul_         0.00%       1.559ms         0.01%       4.017ms      83.690us            48                                                                   [[5120, 8], []]            --  
                                               aten::to         0.00%       1.495ms         0.38%     193.651ms     579.793us           334                                      [[8, 256, 5120], [], [], [], [], [], [], []]            --  
                                     aten::_unsafe_view         0.00%       1.484ms         0.00%       1.484ms      10.309us           144                                                                [[2048, 5120], []]            --  
                                             aten::view         0.00%       1.469ms         0.00%       1.469ms       4.411us           333                                                              [[8, 256, 1024], []]            --  
                                           MulBackward0         0.00%       1.445ms         0.05%      25.903ms     275.559us            94                                                                [[8, 8, 256, 128]]            --  
                                        aten::transpose         0.00%       1.441ms         0.00%       2.055ms       7.137us           288                                                               [[8, 5120], [], []]            --  
                                           CatBackward0         0.00%       1.394ms         0.01%       7.434ms      52.355us           142                                                                [[8, 8, 256, 128]]            --  
                                           aten::narrow         0.00%       1.393ms         0.01%       4.244ms      11.140us           381                                                    [[8, 8, 256, 128], [], [], []]            --  
                                            aten::lerp_         0.00%       1.387ms         0.00%       1.387ms      28.886us            48                                                        [[5120, 8], [5120, 8], []]            --  
                                           aten::matmul         0.00%       1.383ms         4.10%        2.066s      43.034ms            48                                                  [[8, 256, 13824], [13824, 5120]]            --  
                                           aten::expand         0.00%       1.378ms         0.00%       1.838ms      19.151us            96                                                             [[8, 256, 1], [], []]            --  
                                           MulBackward0         0.00%       1.366ms         0.32%     163.529ms       3.407ms            48                                                                 [[8, 256, 13824]]            --  
autograd::engine::evaluate_function: TransposeBackwa...         0.00%       1.327ms         0.01%       5.084ms      26.618us           191                                                                                []            --  
                                          aten::reshape         0.00%       1.324ms         0.01%       5.075ms      15.194us           334                                                                [[2048, 5120], []]            --  
                                        aten::transpose         0.00%       1.297ms         0.00%       1.783ms       9.287us           192                                                        [[8, 256, 8, 128], [], []]            --  
                                             aten::view         0.00%       1.279ms         0.00%       1.279ms       3.330us           384                                                                 [[8, 256, 8], []]            --  
                                             aten::add_         0.00%       1.273ms         0.01%       3.759ms      78.317us            48                                                               [[5120, 8], [], []]            --  
                                                aten::t         0.00%       1.257ms         0.01%       2.998ms      20.819us           144                                                                   [[5120, 13824]]            --  
                                   aten::slice_backward         0.00%       1.255ms         0.03%      15.478ms     164.658us            94                                             [[8, 8, 256, 64], [], [], [], [], []]            --  
                                         aten::addcdiv_         0.00%       1.247ms         0.00%       1.247ms      25.970us            48                                             [[5120, 8], [5120, 8], [5120, 8], []]            --  
                                     aten::_unsafe_view         0.00%       1.211ms         0.00%       1.211ms      12.612us            96                                                               [[2048, 13824], []]            --  
                                             aten::view         0.00%       1.202ms         0.00%       1.202ms      12.521us            96                                                                [[2048, 1024], []]            --  
                                                aten::t         0.00%       1.176ms         0.01%       2.923ms      20.297us           144                                                                   [[13824, 5120]]            --  
                                            aten::fill_         0.00%       1.164ms         0.00%       1.164ms       6.031us           193                                                                 [[8, 256, 1], []]            --  
                                                aten::t         0.00%       1.135ms         0.01%       2.617ms       9.151us           286                                                                       [[5120, 8]]            --  
                                        aten::transpose         0.00%       1.131ms         0.00%       1.741ms      12.088us           144                                                           [[5120, 13824], [], []]            --  
                                        aten::transpose         0.00%       1.116ms         0.00%       1.747ms      12.129us           144                                                           [[13824, 5120], [], []]            --  
                                           aten::linear         0.00%       1.089ms         0.81%     408.515ms       8.511ms            48                                            [[8, 256, 5120], [1024, 5120], [1024]]            --  
                                       aten::as_strided         0.00%       1.089ms         0.00%       1.089ms       1.269us           858                                                    [[8, 8, 256, 128], [], [], []]            --  
                                        aten::transpose         0.00%       1.082ms         0.00%       1.482ms       5.183us           286                                                               [[5120, 8], [], []]            --  
          ScaledDotProductFlashAttentionForCpuBackward0         0.00%       1.048ms        10.04%        5.051s     105.235ms            48                                                               [[8, 40, 256, 128]]            --  
                                          MeanBackward1         0.00%       1.040ms         0.22%     112.917ms       1.176ms            96                                                                     [[8, 256, 1]]            --  
autograd::engine::evaluate_function: torch::autograd...         0.00%       1.011ms         0.01%       3.826ms      19.927us           192                                                                                []            --  
        autograd::engine::evaluate_function: TBackward0         0.00%       1.010ms         0.01%       3.170ms      16.508us           192                                                                                []            --  
     autograd::engine::evaluate_function: MeanBackward1         0.00%     966.446us         0.23%     113.883ms       1.186ms            96                                                                                []            --  
                                          aten::reshape         0.00%     964.921us         0.02%       9.276ms      97.644us            95                                                            [[8, 256, 8, 128], []]            --  
                                       aten::as_strided         0.00%     962.175us         0.00%     962.175us       1.336us           720                                                   [[8, 40, 256, 128], [], [], []]            --  
                                       aten::empty_like         0.00%     955.685us         0.02%       8.214ms      85.564us            96                                              [[8, 256, 5120], [], [], [], [], []]            --  
                                         aten::addcmul_         0.00%     944.412us         0.00%     944.412us      19.675us            48                                             [[5120, 8], [5120, 8], [5120, 8], []]            --  
                                   aten::slice_backward         0.00%     928.250us         0.08%      40.072ms     417.416us            96                                            [[8, 40, 256, 64], [], [], [], [], []]            --  
                                           aten::linear         0.00%     919.740us        10.32%        5.194s      54.108ms            96                                               [[8, 256, 5120], [13824, 5120], []]            --  
                                         AddmmBackward0         0.00%     904.340us         0.66%     330.352ms       7.029ms            47                                                                    [[2048, 1024]]            --  
                                             aten::mul_         0.00%     900.380us         0.01%       3.352ms      69.838us            48                                                                   [[1024, 8], []]            --  
                                       aten::as_strided         0.00%     850.082us         0.00%     850.082us       4.428us           192                                                   [[8, 256, 40, 128], [], [], []]            --  
                                          aten::reshape         0.00%     814.975us         0.05%      22.888ms     238.417us            96                                                           [[8, 256, 40, 128], []]            --  
                                             aten::add_         0.00%     807.993us         0.01%       3.239ms      67.484us            48                                                               [[1024, 8], [], []]            --  
                                    UnsafeViewBackward0         0.00%     798.824us         0.00%       2.423ms      16.830us           144                                                                  [[8, 256, 5120]]            --  
                                       aten::zeros_like         0.00%     768.110us         0.02%      11.847ms      61.706us           192                                                   [[8, 5120], [], [], [], [], []]            --  
                                            aten::fill_         0.00%     749.779us         0.00%     749.779us       7.892us            95                                                                         [[0], []]            --  
                                                aten::t         0.00%     731.723us         0.00%       1.414ms      14.726us            96                                                                    [[5120, 5120]]            --  
                                           MulBackward0         0.00%     707.356us         0.14%      71.070ms     740.317us            96                                                               [[8, 40, 256, 128]]            --  
                    torch::autograd::WarnNotImplemented         0.00%     693.017us         0.00%     693.017us      14.745us            47                                                                    [[2048, 1024]]            --  
                                           aten::narrow         0.00%     687.689us         0.00%       1.868ms       9.728us           192                                                   [[8, 40, 256, 128], [], [], []]            --  
                                    UnsafeViewBackward0         0.00%     681.245us         0.00%       1.733ms      18.056us            96                                                                 [[8, 256, 13824]]            --  
autograd::engine::evaluate_function: torch::autograd...         0.00%     657.516us         0.00%       1.925ms      20.476us            94                                                                                []            --  
                                           aten::matmul         0.00%     655.849us         0.08%      39.723ms     827.557us            48                                                          [[8, 256, 8], [8, 5120]]            --  
                                     aten::_unsafe_view         0.00%     643.730us         0.00%     643.730us       6.706us            96                                                                   [[2048, 8], []]            --  
                                           aten::linear         0.00%     641.486us         0.18%      90.077ms     938.301us            96                                                   [[8, 256, 5120], [8, 5120], []]            --  
                                         SliceBackward0         0.00%     631.137us         0.03%      16.109ms     171.372us            94                                                                 [[8, 8, 256, 64]]            --  
                                       aten::as_strided         0.00%     631.000us         0.00%     631.000us       4.382us           144                                                       [[13824, 5120], [], [], []]            --  
                                            aten::zero_         0.00%     630.943us         0.00%       1.381ms      14.534us            95                                                                             [[0]]            --  
                                          aten::view_as         0.00%     627.024us         0.00%       1.566ms      10.875us           144                                                [[8, 256, 13824], [8, 256, 13824]]            --  
      autograd::engine::evaluate_function: NegBackward0         0.00%     617.811us         0.04%      18.717ms     197.025us            95                                                                                []            --  
                                       aten::as_strided         0.00%     614.778us         0.00%     614.778us       2.135us           288                                                           [[8, 5120], [], [], []]            --  
                                       aten::as_strided         0.00%     609.600us         0.00%     609.600us       4.233us           144                                                       [[5120, 13824], [], [], []]            --  
                    torch::autograd::WarnNotImplemented         0.00%     574.206us         0.00%     574.206us      12.217us            47                                                                    [[2048, 5120]]            --  
                                             aten::view         0.00%     569.484us         0.00%     569.484us      11.864us            48                                                               [[2048, 13824], []]            --  
                                            aten::clone         0.00%     568.613us         0.02%       7.558ms     160.810us            47                                                            [[8, 256, 8, 128], []]            --  
                                           aten::matmul         0.00%     567.240us         0.02%      12.525ms     260.931us            48                                                          [[8, 256, 8], [8, 1024]]            --  
                                       aten::empty_like         0.00%     566.765us         0.01%       7.364ms      38.355us           192                                                   [[8, 5120], [], [], [], [], []]            --  
    autograd::engine::evaluate_function: AddmmBackward0         0.00%     561.003us         0.66%     330.913ms       7.041ms            47                                                                                []            --  
                     aten::scaled_dot_product_attention         0.00%     560.971us         0.69%     345.024ms       7.188ms            48       [[8, 40, 256, 128], [8, 8, 256, 128], [8, 8, 256, 128], [], [], [], [], []]            --  
                        torch::autograd::AccumulateGrad         0.00%     542.734us         0.00%       1.130ms      11.773us            96                                                                       [[8, 5120]]            --  
                                            aten::lerp_         0.00%     522.462us         0.00%     522.462us      10.885us            48                                                        [[1024, 8], [1024, 8], []]            --  
                                             aten::item         0.00%     522.174us         0.00%     673.973us       3.474us           194                                                                              [[]]            --  
                                          SiluBackward0         0.00%     505.965us         0.33%     163.863ms       3.414ms            48                                                                 [[8, 256, 13824]]            --  
                                            aten::clone         0.00%     501.378us         0.04%      21.421ms     446.280us            48                                                           [[8, 256, 40, 128], []]            --  
                                                aten::t         0.00%     493.344us         0.00%       1.091ms      11.363us            96                                                                       [[1024, 8]]            --  
                                          ViewBackward0         0.00%     489.162us         0.02%       9.765ms     102.793us            95                                                                [[8, 256, 8, 128]]            --  
