-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  --------------------------------------------------------------------------------  ------------  
                                              aten::mul         0.55%     145.416ms         0.55%     145.416ms       1.515ms            96                                                [[8, 255, 14336], [8, 255, 14336]]  2807562240.000  
autograd::engine::evaluate_function: BackwardHookFun...         0.43%     114.015ms         0.59%     157.286ms     274.018us           574                                                                                []            --  
                                    aten::empty_strided         0.42%     111.875ms         0.42%     111.875ms      55.247us          2025                                                          [[], [], [], [], [], []]            --  
                                             aten::add_         0.35%      93.736ms         0.35%      93.736ms     495.960us           189                                              [[8, 255, 4096], [8, 255, 4096], []]            --  
                                    aten::silu_backward         0.34%      89.913ms         0.34%      89.913ms       2.810ms            32                                                [[8, 255, 14336], [8, 255, 14336]]            --  
                                              aten::add         0.31%      82.304ms         0.38%     100.867ms     788.022us           128                                              [[8, 255, 4096], [8, 255, 4096], []]  1069547520.000  
                                              aten::mul         0.31%      81.420ms         0.34%      90.350ms     705.860us           128                                                              [[8, 255, 4096], []]  1069547520.000  
                                             aten::silu         0.29%      77.523ms         0.29%      77.523ms       2.423ms            32                                                                 [[8, 255, 14336]]            --  
                                              aten::mul         0.28%      75.526ms         0.28%      75.526ms     590.049us           128                                             [[8, 32, 255, 128], [1, 1, 255, 128]]  1069547520.000  
                                               aten::mm         0.28%      73.441ms         0.28%      73.566ms     766.312us            96                                                         [[2040, 4096], [4096, 8]]  12834570240.000  
                                              aten::mul         0.24%      63.406ms         0.24%      63.406ms     491.521us           129                                                     [[8, 255, 4096], [8, 255, 1]]  1077903360.000  
                                             aten::div_         0.24%      63.154ms         0.31%      81.888ms       1.280ms            64                                                              [[8, 255, 4096], []]            --  
                                            aten::empty         0.22%      58.597ms         0.22%      58.597ms      70.429us           832                                                          [[], [], [], [], [], []]            --  
                                               aten::mm         0.21%      54.410ms         0.21%      54.443ms       1.701ms            32                                                         [[4096, 2040], [2040, 8]]  4278190080.000  
                                              aten::div         0.20%      53.082ms         0.21%      55.898ms     873.404us            64                                                              [[8, 255, 4096], []]            --  
                                               aten::mm         0.20%      52.119ms         0.20%      52.204ms     555.364us            94                                                            [[2040, 8], [8, 4096]]  12567183360.000  
                                              aten::pow         0.19%      50.766ms         0.31%      83.387ms     646.409us           129                                                              [[8, 255, 4096], []]            --  
                               Optimizer.step#Adam.step         0.16%      42.358ms         0.47%     125.843ms     125.843ms             1                                                                                []            --  
                                             aten::add_         0.15%      38.872ms         0.15%      38.872ms     607.381us            64                                        [[8, 32, 255, 128], [8, 32, 255, 128], []]            --  
                                              aten::mul         0.13%      34.333ms         0.13%      34.333ms     272.488us           126                                              [[8, 8, 255, 128], [1, 1, 255, 128]]  263208960.000  
                                               aten::mm         0.12%      30.609ms         0.12%      30.655ms     478.988us            64                                                         [[8, 2040], [2040, 4096]]  8556380160.000  
                                              aten::cat         0.11%      29.426ms         0.11%      30.484ms     236.308us           129                                                                          [[], []]            --  
                                              aten::mul         0.11%      28.503ms         0.11%      28.503ms     438.509us            65                                                          [[4096], [8, 255, 4096]]    266240.000  
                                              aten::mul         0.10%      27.466ms         0.10%      27.466ms     429.159us            64                                                          [[8, 255, 4096], [4096]]  534773760.000  
                                     aten::_log_softmax         0.10%      26.375ms         0.10%      26.375ms      26.375ms             1                                                          [[2040, 128256], [], []]            --  
                                            aten::copy_         0.10%      25.976ms         0.10%      25.976ms      12.988ms             2                                          [[8, 255, 128256], [8, 255, 128256], []]            --  
                       aten::_log_softmax_backward_data         0.10%      25.248ms         0.10%      25.248ms      25.248ms             1                                          [[2040, 128256], [2040, 128256], [], []]            --  
                                              aten::add         0.09%      23.109ms         0.09%      23.109ms     722.157us            32                                        [[8, 32, 255, 128], [8, 32, 255, 128], []]  267386880.000  
                                              aten::sum         0.08%      20.975ms         0.08%      21.368ms     333.881us            64                                                      [[8, 255, 4096], [], [], []]            --  
                                               aten::mm         0.07%      18.514ms         0.07%      18.563ms     580.103us            32                                                         [[1024, 2040], [2040, 8]]  1069547520.000  
                                              aten::mul         0.06%      16.056ms         0.08%      20.589ms     321.707us            64                                                              [[8, 255, 1024], []]  133693440.000  
                                              aten::sum         0.05%      13.062ms         0.05%      13.425ms     206.532us            65                                         [[8, 255, 4096], [], [], [], [8, 255, 1]]            --  
                                            aten::copy_         0.05%      12.394ms         0.05%      12.394ms      97.593us           127                                              [[8, 255, 1024], [8, 255, 1024], []]            --  
                                              aten::neg         0.05%      12.118ms         0.05%      12.118ms     189.345us            64                                                                [[8, 32, 255, 64]]            --  
                                            aten::copy_         0.04%      11.476ms         0.04%      11.476ms     358.616us            32                                        [[8, 255, 32, 128], [8, 255, 32, 128], []]            --  
                                            aten::fill_         0.04%      11.320ms         0.04%      11.320ms      11.320ms             1                                                              [[2040, 128256], []]            --  
                                             aten::add_         0.04%      10.670ms         0.04%      10.670ms     172.091us            62                                          [[8, 8, 255, 128], [8, 8, 255, 128], []]            --  
                                            aten::fill_         0.04%       9.705ms         0.04%       9.705ms     151.643us            64                                                           [[8, 32, 255, 128], []]            --  
      autograd::engine::evaluate_function: MulBackward0         0.04%       9.523ms         1.61%     427.640ms       1.038ms           412                                                                                []            --  
                                   BackwardHookFunction         0.04%       9.487ms         0.05%      12.518ms      43.771us           286                                                                  [[8, 255, 4096]]            --  
                                         aten::_to_copy         0.03%       8.282ms         0.26%      68.679ms      66.809us          1028                                                      [[], [], [], [], [], [], []]            --  
                                         aten::_to_copy         0.03%       8.245ms         0.91%     242.355ms     474.277us           511                                          [[8, 255, 4096], [], [], [], [], [], []]            --  
                                               aten::mm         0.03%       8.177ms         0.03%       8.201ms     256.278us            32                                                            [[2040, 8], [8, 1024]]  1069547520.000  
                                            aten::copy_         0.03%       7.245ms         0.03%       7.245ms     113.204us            64                                          [[8, 32, 255, 64], [8, 32, 255, 64], []]            --  
                                              aten::add         0.03%       7.114ms         0.03%       7.114ms     222.305us            32                                          [[8, 8, 255, 128], [8, 8, 255, 128], []]  66846720.000  
                                              aten::mul         0.02%       6.321ms         0.04%       9.932ms     155.180us            64                                                                 [[8, 255, 1], []]    130560.000  
                                              aten::add         0.02%       6.310ms         0.04%      10.567ms     330.229us            32                                              [[8, 255, 1024], [8, 255, 1024], []]  66846720.000  
                                               aten::mm         0.02%       5.973ms         0.02%       6.003ms     187.609us            32                                                         [[2040, 1024], [1024, 8]]  1069547520.000  
                                              aten::neg         0.02%       5.744ms         0.02%       5.744ms      91.173us            63                                                                 [[8, 8, 255, 64]]            --  
                                             aten::mean         0.02%       5.602ms         0.10%      27.785ms     427.461us            65                                                      [[8, 255, 4096], [], [], []]            --  
                                              aten::div         0.02%       5.565ms         0.03%       8.758ms     136.848us            64                                                                   [[8, 4096], []]            --  
                                             aten::sqrt         0.02%       5.301ms         0.02%       5.301ms      82.829us            64                                                                       [[8, 4096]]            --  
       autograd::engine::evaluate_function: MmBackward0         0.02%       5.295ms        23.10%        6.130s      21.286ms           288                                                                                []            --  
                           BackwardHookFunctionBackward         0.02%       5.031ms         0.02%       5.031ms      17.593us           286                                                                  [[8, 255, 4096]]            --  
                                             aten::div_         0.02%       4.928ms         0.03%       8.758ms     134.738us            65                                                                 [[8, 255, 1], []]            --  
                                             aten::view         0.02%       4.664ms         0.02%       4.664ms       6.354us           734                                                              [[8, 255, 4096], []]            --  
autograd::engine::evaluate_function: ToCopyBackward0...         0.02%       4.586ms         0.60%     159.137ms     624.068us           255                                                                                []            --  
                                            aten::fill_         0.02%       4.397ms         0.02%       4.397ms     137.395us            32                                                           [[8, 255, 32, 128], []]            --  
                                   BackwardHookFunction         0.02%       4.153ms         0.02%       5.303ms      55.243us            96                                                                 [[8, 255, 14336]]            --  
                                            aten::copy_         0.02%       4.023ms         0.02%       4.023ms       3.913us          1028                                                                      [[], [], []]            --  
                                            aten::fill_         0.02%       4.022ms         0.02%       4.022ms      62.836us            64                                                            [[8, 255, 8, 128], []]            --  
     autograd::engine::evaluate_function: ViewBackward0         0.01%       3.923ms         0.11%      30.313ms      56.344us           538                                                                                []            --  
                                              aten::pow         0.01%       3.836ms         0.02%       4.039ms      63.103us            64                                                                 [[8, 255, 1], []]            --  
                                              aten::add         0.01%       3.794ms         0.03%       7.017ms     107.953us            65                                                             [[8, 255, 1], [], []]    132600.000  
                                            aten::rsqrt         0.01%       3.365ms         0.01%       3.365ms      51.762us            65                                                                     [[8, 255, 1]]            --  
                                            aten::copy_         0.01%       2.966ms         0.01%       2.966ms      47.833us            62                                            [[8, 8, 255, 64], [8, 8, 255, 64], []]            --  
                                          aten::dropout         0.01%       2.901ms        29.76%        7.899s     123.416ms            64                                                          [[8, 255, 4096], [], []]            --  
                                              aten::div         0.01%       2.788ms         0.02%       4.408ms     137.743us            32                                                                   [[4096, 8], []]            --  
                                           MulBackward0         0.01%       2.657ms         0.78%     205.828ms     927.151us           222                                                                  [[8, 255, 4096]]            --  
                                             aten::sqrt         0.01%       2.538ms         0.01%       2.538ms      79.314us            32                                                                       [[4096, 8]]            --  
                                            aten::copy_         0.01%       2.532ms         0.01%       2.532ms      81.688us            31                                          [[8, 255, 8, 128], [8, 255, 8, 128], []]            --  
                                            aten::fill_         0.01%       2.511ms         0.01%       2.511ms      40.499us            62                                                            [[8, 8, 255, 128], []]            --  
                                               aten::to         0.01%       2.496ms         0.27%      71.176ms      69.237us          1028                                                              [[], [], [], [], []]            --  
      autograd::engine::evaluate_function: PowBackward0         0.01%       2.477ms         0.63%     166.406ms       2.600ms            64                                                                                []            --  
                                              aten::mul         0.01%       2.424ms         0.01%       2.424ms      37.877us            64                                                        [[8, 255, 1], [8, 255, 1]]    130560.000  
                                           aten::matmul         0.01%       2.415ms        11.43%        3.034s      47.407ms            64                                                   [[8, 255, 4096], [4096, 14336]]            --  
                                   BackwardHookFunction         0.01%       2.372ms         0.01%       3.060ms      23.904us           128                                                                     [[8, 255, 8]]            --  
                                             aten::view         0.01%       2.366ms         0.01%       2.366ms      10.612us           223                                                                [[2040, 4096], []]            --  
                                            MmBackward0         0.01%       2.291ms         8.43%        2.238s      23.313ms            96                                                                    [[2040, 4096]]            --  
                                            aten::lerp_         0.01%       2.276ms         0.01%       2.276ms      35.556us            64                                                        [[8, 4096], [8, 4096], []]            --  
                                            aten::fill_         0.01%       2.255ms         0.01%       2.255ms      17.619us           128                                                                   [[8, 4096], []]            --  
                                            aten::slice         0.01%       2.253ms         0.01%       2.678ms       7.067us           379                                                [[8, 8, 255, 128], [], [], [], []]            --  
    autograd::engine::evaluate_function: SliceBackward0         0.01%       2.215ms         0.21%      56.622ms     449.382us           126                                                                                []            --  
autograd::engine::evaluate_function: ScaledDotProduc...         0.01%       2.208ms         8.62%        2.288s      71.489ms            32                                                                                []            --  
      autograd::engine::evaluate_function: AddBackward0         0.01%       2.141ms         0.08%      20.093ms      78.796us           255                                                                                []            --  
                           BackwardHookFunctionBackward         0.01%       2.129ms         0.01%       2.129ms      22.177us            96                                                                 [[8, 255, 14336]]            --  
                                            aten::zeros         0.01%       2.068ms         0.13%      34.165ms     119.878us           285                                                              [[], [], [], [], []]            --  
                                             aten::mul_         0.01%       2.052ms         0.02%       5.220ms      81.562us            64                                                                   [[8, 4096], []]            --  
                                         aten::addcdiv_         0.01%       1.926ms         0.01%       1.926ms      30.087us            64                                             [[8, 4096], [8, 4096], [8, 4096], []]            --  
                                           PowBackward0         0.01%       1.905ms         0.48%     128.140ms       2.002ms            64                                                                  [[8, 255, 4096]]            --  
                           BackwardHookFunctionBackward         0.01%       1.877ms         0.01%       1.877ms      29.793us            63                                                                  [[8, 255, 1024]]            --  
                                              aten::div         0.01%       1.856ms         0.01%       3.421ms     106.901us            32                                                                   [[1024, 8], []]            --  
                                             aten::sqrt         0.01%       1.849ms         0.01%       1.849ms      57.768us            32                                                                       [[1024, 8]]            --  
                                         RsqrtBackward0         0.01%       1.763ms         0.07%      18.157ms     283.702us            64                                                                     [[8, 255, 1]]            --  
autograd::engine::evaluate_function: UnsafeViewBackw...         0.01%       1.659ms         0.02%       5.821ms      20.211us           288                                                                                []            --  
                                             aten::add_         0.01%       1.649ms         0.03%       8.054ms      62.920us           128                                                                      [[], [], []]            --  
                                            MmBackward0         0.01%       1.621ms        12.33%        3.272s      51.128ms            64                                                                   [[2040, 14336]]            --  
                                             aten::add_         0.01%       1.560ms         0.02%       4.724ms      73.815us            64                                                               [[8, 4096], [], []]            --  
                                            MmBackward0         0.01%       1.550ms         0.75%     199.522ms       3.167ms            63                                                                    [[2040, 1024]]            --  
                                   BackwardHookFunction         0.01%       1.544ms         0.01%       1.940ms      30.794us            63                                                                  [[8, 255, 1024]]            --  
                                            MmBackward0         0.01%       1.484ms         0.23%      61.623ms     962.862us            64                                                                       [[2040, 8]]            --  
                                            aten::slice         0.01%       1.472ms         0.01%       1.793ms       7.004us           256                                               [[8, 32, 255, 128], [], [], [], []]            --  
                                             aten::view         0.01%       1.441ms         0.01%       1.441ms       7.504us           192                                                             [[8, 255, 14336], []]            --  
                                        aten::transpose         0.01%       1.375ms         0.01%       1.927ms      15.056us           128                                                       [[8, 255, 32, 128], [], []]            --  
                                               aten::to         0.01%       1.334ms         0.57%     150.717ms     360.567us           418                                                  [[8, 255, 4096], [], [], [], []]            --  
                                           aten::matmul         0.00%       1.299ms         0.22%      57.320ms     895.630us            64                                                       [[8, 255, 4096], [4096, 8]]            --  
                                        ToCopyBackward0         0.00%       1.273ms         0.36%      95.161ms     428.654us           222                                                                  [[8, 255, 4096]]            --  
                                         aten::_to_copy         0.00%       1.273ms         0.07%      19.402ms     152.769us           127                                          [[8, 255, 1024], [], [], [], [], [], []]            --  
                                           aten::matmul         0.00%       1.236ms         2.83%     750.426ms      23.451ms            32                                                    [[8, 255, 4096], [4096, 4096]]            --  
                                         aten::addcmul_         0.00%       1.223ms         0.00%       1.223ms      19.106us            64                                             [[8, 4096], [8, 4096], [8, 4096], []]            --  
                                          aten::view_as         0.00%       1.200ms         0.01%       3.031ms      10.598us           286                                                  [[8, 255, 4096], [8, 255, 4096]]            --  
                           BackwardHookFunctionBackward         0.00%       1.185ms         0.00%       1.185ms       9.258us           128                                                                     [[8, 255, 8]]            --  
                                          aten::reshape         0.00%       1.161ms         0.01%       3.613ms       8.686us           416                                                              [[8, 255, 4096], []]            --  
                                             aten::view         0.00%       1.132ms         0.00%       1.132ms       5.124us           221                                                              [[8, 255, 1024], []]            --  
                                            aten::lerp_         0.00%       1.116ms         0.00%       1.116ms      34.861us            32                                                        [[4096, 8], [4096, 8], []]            --  
                                            aten::fill_         0.00%       1.114ms         0.00%       1.114ms      17.408us            64                                                                   [[4096, 8], []]            --  
     autograd::engine::evaluate_function: SiluBackward0         0.00%       1.075ms         0.34%      91.328ms       2.854ms            32                                                                                []            --  
      autograd::engine::evaluate_function: CatBackward0         0.00%       1.073ms         0.03%       6.808ms      54.035us           126                                                                                []            --  
                                                aten::t         0.00%       1.050ms         0.01%       2.417ms      12.586us           192                                                                       [[8, 4096]]            --  
                                          ViewBackward0         0.00%       1.045ms         0.01%       2.975ms      15.656us           190                                                                    [[2040, 4096]]            --  
                                        aten::transpose         0.00%       1.039ms         0.01%       1.332ms       6.973us           191                                                        [[8, 8, 255, 128], [], []]            --  
    autograd::engine::evaluate_function: RsqrtBackward0         0.00%       1.037ms         0.07%      19.194ms     299.901us            64                                                                                []            --  
                                     aten::_unsafe_view         0.00%       1.032ms         0.00%       1.032ms      10.753us            96                                                                [[2040, 4096], []]            --  
                     Optimizer.zero_grad#Adam.zero_grad         0.00%       1.031ms         0.00%       1.031ms       1.031ms             1                                                                                []            --  
                                             aten::mul_         0.00%       1.019ms         0.01%       2.618ms      81.820us            32                                                                   [[4096, 8], []]            --  
                                           MulBackward0         0.00%       1.009ms         0.37%      98.425ms       3.076ms            32                                                                 [[8, 255, 14336]]            --  
                                        aten::transpose         0.00%       1.005ms         0.00%       1.278ms       5.703us           224                                                       [[8, 32, 255, 128], [], []]            --  
                                     aten::_unsafe_view         0.00%     969.582us         0.00%     969.582us      15.150us            64                                                               [[2040, 14336], []]            --  
                                         aten::addcdiv_         0.00%     967.058us         0.00%     967.058us      30.221us            32                                             [[4096, 8], [4096, 8], [4096, 8], []]            --  
                                        aten::transpose         0.00%     959.086us         0.01%       1.367ms       7.118us           192                                                               [[8, 4096], [], []]            --  
                                           aten::matmul         0.00%     919.013us         4.51%        1.198s      37.425ms            32                                                  [[8, 255, 14336], [14336, 4096]]            --  
                                               aten::to         0.00%     915.429us         0.35%      93.888ms     422.920us           222                                      [[8, 255, 4096], [], [], [], [], [], [], []]            --  
                                           CatBackward0         0.00%     897.666us         0.02%       4.717ms      50.178us            94                                                                [[8, 8, 255, 128]]            --  
                                          aten::reshape         0.00%     895.745us         0.01%       3.261ms      14.691us           222                                                                [[2040, 4096], []]            --  
                                           MulBackward0         0.00%     882.631us         0.08%      21.890ms     353.070us            62                                                                [[8, 8, 255, 128]]            --  
                                             aten::view         0.00%     880.220us         0.00%     880.220us       3.438us           256                                                                 [[8, 255, 8], []]            --  
                                       aten::empty_like         0.00%     866.202us         0.03%       8.408ms     131.372us            64                                              [[8, 255, 4096], [], [], [], [], []]            --  
                                                aten::t         0.00%     865.337us         0.01%       2.058ms      21.442us            96                                                                   [[4096, 14336]]            --  
                                        aten::transpose         0.00%     852.109us         0.00%       1.201ms       9.381us           128                                                        [[8, 255, 8, 128], [], []]            --  
autograd::engine::evaluate_function: TransposeBackwa...         0.00%     850.868us         0.01%       3.225ms      25.393us           127                                                                                []            --  
                                           aten::narrow         0.00%     848.713us         0.01%       2.705ms      10.693us           253                                                    [[8, 8, 255, 128], [], [], []]            --  
                                           aten::expand         0.00%     819.320us         0.00%       1.098ms      17.156us            64                                                             [[8, 255, 1], [], []]            --  
                                             aten::view         0.00%     814.304us         0.00%     814.304us      25.447us            32                                                                [[2040, 1024], []]            --  
                                                aten::t         0.00%     813.192us         0.01%       2.021ms      21.048us            96                                                                   [[14336, 4096]]            --  
                                   aten::slice_backward         0.00%     790.818us         0.04%       9.528ms     153.671us            62                                             [[8, 8, 255, 64], [], [], [], [], []]            --  
                                             aten::add_         0.00%     780.827us         0.01%       2.368ms      73.997us            32                                                               [[4096, 8], [], []]            --  
                                                aten::t         0.00%     763.457us         0.01%       1.699ms       8.943us           190                                                                       [[4096, 8]]            --  
                                        aten::transpose         0.00%     758.976us         0.00%       1.193ms      12.428us            96                                                           [[4096, 14336], [], []]            --  
                                            aten::fill_         0.00%     755.403us         0.00%     755.403us       5.856us           129                                                                 [[8, 255, 1], []]            --  
                                        aten::transpose         0.00%     752.297us         0.00%       1.207ms      12.578us            96                                                           [[14336, 4096], [], []]            --  
                                       aten::as_strided         0.00%     717.551us         0.00%     717.551us       1.259us           570                                                    [[8, 8, 255, 128], [], [], []]            --  
                                           aten::matmul         0.00%     683.651us         0.91%     241.203ms       7.538ms            32                                                    [[8, 255, 4096], [4096, 1024]]            --  
        autograd::engine::evaluate_function: TBackward0         0.00%     669.392us         0.01%       2.012ms      15.722us           128                                                                                []            --  
                                        aten::transpose         0.00%     660.102us         0.00%     935.704us       4.925us           190                                                               [[4096, 8], [], []]            --  
          ScaledDotProductFlashAttentionForCpuBackward0         0.00%     657.432us         8.61%        2.285s      71.420ms            32                                                               [[8, 32, 255, 128]]            --  
                                          MeanBackward1         0.00%     632.791us         0.22%      57.629ms     900.447us            64                                                                     [[8, 255, 1]]            --  
                                           aten::linear         0.00%     624.125us        11.44%        3.036s      47.440ms            64                                               [[8, 255, 4096], [14336, 4096], []]            --  
autograd::engine::evaluate_function: torch::autograd...         0.00%     619.595us         0.01%       2.417ms      18.884us           128                                                                                []            --  
                                   aten::slice_backward         0.00%     613.662us         0.08%      20.940ms     327.188us            64                                            [[8, 32, 255, 64], [], [], [], [], []]            --  
                                         aten::addcmul_         0.00%     606.931us         0.00%     606.931us      18.967us            32                                             [[4096, 8], [4096, 8], [4096, 8], []]            --  
                                       aten::zeros_like         0.00%     600.967us         0.03%       8.247ms      64.432us           128                                                   [[8, 4096], [], [], [], [], []]            --  
                                          aten::reshape         0.00%     600.445us         0.02%       5.723ms      90.841us            63                                                            [[8, 255, 8, 128], []]            --  
                                             aten::mul_         0.00%     594.295us         0.01%       2.151ms      67.231us            32                                                                   [[1024, 8], []]            --  
                                       aten::as_strided         0.00%     593.984us         0.00%     593.984us       1.237us           480                                                   [[8, 32, 255, 128], [], [], []]            --  
     autograd::engine::evaluate_function: MeanBackward1         0.00%     571.520us         0.22%      58.200ms     909.377us            64                                                                                []            --  
                                       aten::as_strided         0.00%     552.466us         0.00%     552.466us       4.316us           128                                                   [[8, 255, 32, 128], [], [], []]            --  
                                          aten::reshape         0.00%     527.088us         0.06%      14.694ms     229.596us            64                                                           [[8, 255, 32, 128], []]            --  
                                             aten::add_         0.00%     526.317us         0.01%       2.086ms      65.184us            32                                                               [[1024, 8], [], []]            --  
                                     aten::_unsafe_view         0.00%     518.963us         0.00%     518.963us       8.109us            64                                                                   [[2040, 8], []]            --  
                                    UnsafeViewBackward0         0.00%     492.292us         0.01%       1.474ms      15.358us            96                                                                  [[8, 255, 4096]]            --  
                                           aten::matmul         0.00%     491.347us         0.09%      25.194ms     787.326us            32                                                          [[8, 255, 8], [8, 4096]]            --  
                                             aten::view         0.00%     489.603us         0.00%     489.603us      15.300us            32                                                               [[2040, 14336], []]            --  
                                            aten::fill_         0.00%     484.741us         0.00%     484.741us       7.694us            63                                                                         [[0], []]            --  
                                           aten::matmul         0.00%     484.508us         0.03%       8.988ms     280.861us            32                                                          [[8, 255, 8], [8, 1024]]            --  
                                       aten::empty_like         0.00%     473.295us         0.02%       5.097ms      39.822us           128                                                   [[8, 4096], [], [], [], [], []]            --  
                                     aten::_unsafe_view         0.00%     469.189us         0.00%     469.189us       7.331us            64                                                                [[2040, 1024], []]            --  
      autograd::engine::evaluate_function: NegBackward0         0.00%     467.272us         0.03%       9.120ms     144.756us            63                                                                                []            --  
                                           aten::narrow         0.00%     455.520us         0.00%       1.242ms       9.707us           128                                                   [[8, 32, 255, 128], [], [], []]            --  
                                       aten::as_strided         0.00%     455.158us         0.00%     455.158us       4.741us            96                                                       [[14336, 4096], [], [], []]            --  
                                          aten::view_as         0.00%     453.851us         0.00%       1.150ms      11.982us            96                                                [[8, 255, 14336], [8, 255, 14336]]            --  
                                           MulBackward0         0.00%     449.225us         0.14%      36.455ms     569.608us            64                                                               [[8, 32, 255, 128]]            --  
                                                aten::t         0.00%     438.292us         0.00%     861.884us      13.467us            64                                                                    [[4096, 4096]]            --  
                                       aten::as_strided         0.00%     434.096us         0.00%     434.096us       4.522us            96                                                       [[4096, 14336], [], [], []]            --  
                                    UnsafeViewBackward0         0.00%     433.370us         0.00%       1.167ms      18.231us            64                                                                 [[8, 255, 14336]]            --  
                                           aten::linear         0.00%     425.650us         0.22%      59.082ms     923.158us            64                                                   [[8, 255, 4096], [8, 4096], []]            --  
                                         SliceBackward0         0.00%     422.233us         0.04%       9.950ms     160.481us            62                                                                 [[8, 8, 255, 64]]            --  
autograd::engine::evaluate_function: torch::autograd...         0.00%     421.176us         0.00%       1.176ms      18.967us            62                                                                                []            --  
                    torch::autograd::WarnNotImplemented         0.00%     410.924us         0.00%     410.924us      13.256us            31                                                                    [[2040, 1024]]            --  
                                       aten::as_strided         0.00%     407.584us         0.00%     407.584us       2.123us           192                                                           [[8, 4096], [], [], []]            --  
                                            aten::zero_         0.00%     400.527us         0.00%     885.268us      14.052us            63                                                                             [[0]]            --  
                                            aten::lerp_         0.00%     389.586us         0.00%     389.586us      12.175us            32                                                        [[1024, 8], [1024, 8], []]            --  
                                             aten::item         0.00%     385.022us         0.00%     490.931us       3.776us           130                                                                              [[]]            --  
                                          ViewBackward0         0.00%     373.572us         0.00%     992.612us      31.019us            32                                                                   [[2040, 14336]]            --  
                                            aten::clone         0.00%     356.775us         0.02%       4.645ms     149.834us            31                                                            [[8, 255, 8, 128], []]            --  
                     aten::scaled_dot_product_attention         0.00%     355.358us         1.01%     267.426ms       8.357ms            32       [[8, 32, 255, 128], [8, 8, 255, 128], [8, 8, 255, 128], [], [], [], [], []]            --  
                                       aten::as_strided         0.00%     348.715us         0.00%     348.715us       2.724us           128                                                    [[8, 255, 8, 128], [], [], []]            --  
                    torch::autograd::WarnNotImplemented         0.00%     343.877us         0.00%     343.877us      11.093us            31                                                                    [[2040, 4096]]            --  
                                            aten::clone         0.00%     340.863us         0.05%      13.755ms     429.840us            32                                                           [[8, 255, 32, 128], []]            --  
                                          SiluBackward0         0.00%     340.015us         0.34%      90.253ms       2.820ms            32                                                                 [[8, 255, 14336]]            --  
                        torch::autograd::AccumulateGrad         0.00%     338.324us         0.00%     673.091us      10.517us            64                                                                       [[8, 4096]]            --  
                                          aten::reshape         0.00%     337.370us         0.00%       1.082ms      11.269us            96                                                             [[8, 255, 14336], []]            --  
                                         aten::addcdiv_         0.00%     333.610us         0.00%     333.610us      10.425us            32                                             [[1024, 8], [1024, 8], [1024, 8], []]            --  
                                    UnsafeViewBackward0         0.00%     323.663us         0.00%     788.648us      12.323us            64                                                                     [[8, 255, 8]]            --  
                                       aten::zeros_like         0.00%     322.645us         0.01%       3.037ms      47.455us            64                                                   [[1024, 8], [], [], [], [], []]            --  
                                                aten::t         0.00%     321.635us         0.00%     723.896us      11.311us            64                                                                       [[1024, 8]]            --  
