-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  --------------------------------------------------------------------------------  ------------  
                                              aten::mul         0.54%     149.467ms         0.54%     149.467ms       1.557ms            96                                                [[8, 255, 14336], [8, 255, 14336]]  2807562240.000  
autograd::engine::evaluate_function: BackwardHookFun...         0.40%     110.782ms         0.55%     153.730ms     267.822us           574                                                                                []            --  
                                    aten::silu_backward         0.35%      97.754ms         0.35%      97.754ms       3.055ms            32                                                [[8, 255, 14336], [8, 255, 14336]]            --  
                                             aten::add_         0.33%      90.602ms         0.33%      90.602ms     479.373us           189                                              [[8, 255, 4096], [8, 255, 4096], []]            --  
                                    aten::empty_strided         0.31%      87.284ms         0.31%      87.284ms      43.103us          2025                                                          [[], [], [], [], [], []]            --  
                                             aten::silu         0.31%      85.528ms         0.31%      85.528ms       2.673ms            32                                                                 [[8, 255, 14336]]            --  
                                              aten::add         0.30%      82.258ms         0.36%      99.689ms     778.823us           128                                              [[8, 255, 4096], [8, 255, 4096], []]  1069547520.000  
                                              aten::mul         0.28%      77.460ms         0.30%      84.079ms     656.868us           128                                                              [[8, 255, 4096], []]  1069547520.000  
                                              aten::mul         0.27%      73.553ms         0.27%      73.553ms     574.632us           128                                             [[8, 32, 255, 128], [1, 1, 255, 128]]  1069547520.000  
                                               aten::mm         0.25%      69.454ms         0.25%      69.554ms     724.520us            96                                                         [[2040, 4096], [4096, 8]]  12834570240.000  
                                              aten::mul         0.24%      65.747ms         0.24%      65.747ms     509.663us           129                                                     [[8, 255, 4096], [8, 255, 1]]  1077903360.000  
                                             aten::div_         0.22%      61.603ms         0.24%      66.713ms       1.042ms            64                                                              [[8, 255, 4096], []]            --  
                                            aten::empty         0.22%      61.104ms         0.22%      61.104ms      73.443us           832                                                          [[], [], [], [], [], []]            --  
                                              aten::div         0.19%      52.024ms         0.20%      54.689ms     854.517us            64                                                              [[8, 255, 4096], []]            --  
                                               aten::mm         0.19%      51.535ms         0.19%      51.564ms       1.611ms            32                                                         [[4096, 2040], [2040, 8]]  4278190080.000  
                                              aten::pow         0.18%      50.511ms         0.30%      82.500ms     639.536us           129                                                              [[8, 255, 4096], []]            --  
                                               aten::mm         0.18%      50.074ms         0.18%      50.145ms     533.453us            94                                                            [[2040, 8], [8, 4096]]  12567183360.000  
                               Optimizer.step#Adam.step         0.16%      44.966ms         0.48%     133.036ms     133.036ms             1                                                                                []            --  
                                             aten::add_         0.14%      37.722ms         0.14%      37.722ms     589.401us            64                                        [[8, 32, 255, 128], [8, 32, 255, 128], []]            --  
                                     aten::_log_softmax         0.13%      36.896ms         0.13%      36.896ms      36.896ms             1                                                          [[2040, 128256], [], []]            --  
                                            aten::copy_         0.11%      30.108ms         0.11%      30.108ms      15.054ms             2                                          [[8, 255, 128256], [8, 255, 128256], []]            --  
                                              aten::mul         0.11%      29.932ms         0.11%      29.932ms     460.489us            65                                                          [[4096], [8, 255, 4096]]    266240.000  
                                               aten::mm         0.11%      29.390ms         0.11%      29.439ms     459.988us            64                                                         [[8, 2040], [2040, 4096]]  8556380160.000  
                                              aten::cat         0.10%      29.063ms         0.11%      30.111ms     233.420us           129                                                                          [[], []]            --  
                       aten::_log_softmax_backward_data         0.10%      27.845ms         0.10%      27.845ms      27.845ms             1                                          [[2040, 128256], [2040, 128256], [], []]            --  
                                              aten::mul         0.10%      26.669ms         0.10%      26.669ms     211.661us           126                                              [[8, 8, 255, 128], [1, 1, 255, 128]]  263208960.000  
                                              aten::mul         0.09%      26.278ms         0.09%      26.278ms     410.592us            64                                                          [[8, 255, 4096], [4096]]  534773760.000  
                                              aten::add         0.08%      22.977ms         0.08%      22.977ms     718.021us            32                                        [[8, 32, 255, 128], [8, 32, 255, 128], []]  267386880.000  
                                              aten::sum         0.07%      20.496ms         0.08%      20.880ms     326.245us            64                                                      [[8, 255, 4096], [], [], []]            --  
                                               aten::mm         0.07%      18.406ms         0.07%      18.453ms     576.671us            32                                                         [[1024, 2040], [2040, 8]]  1069547520.000  
                                              aten::mul         0.06%      17.027ms         0.07%      20.445ms     319.453us            64                                                              [[8, 255, 1024], []]  133693440.000  
                                              aten::sum         0.05%      13.452ms         0.05%      13.810ms     212.467us            65                                         [[8, 255, 4096], [], [], [], [8, 255, 1]]            --  
                                            aten::copy_         0.05%      12.726ms         0.05%      12.726ms     100.202us           127                                              [[8, 255, 1024], [8, 255, 1024], []]            --  
                                            aten::fill_         0.04%      12.300ms         0.04%      12.300ms      12.300ms             1                                                              [[2040, 128256], []]            --  
                                              aten::neg         0.04%      11.825ms         0.04%      11.825ms     184.768us            64                                                                [[8, 32, 255, 64]]            --  
                                            aten::copy_         0.04%      10.970ms         0.04%      10.970ms     342.798us            32                                        [[8, 255, 32, 128], [8, 255, 32, 128], []]            --  
                                             aten::add_         0.04%      10.255ms         0.04%      10.255ms     165.402us            62                                          [[8, 8, 255, 128], [8, 8, 255, 128], []]            --  
      autograd::engine::evaluate_function: MulBackward0         0.03%       9.312ms         1.50%     415.029ms       1.007ms           412                                                                                []            --  
                                            aten::fill_         0.03%       9.295ms         0.03%       9.295ms     145.229us            64                                                           [[8, 32, 255, 128], []]            --  
                                   BackwardHookFunction         0.03%       9.149ms         0.04%      11.923ms      41.689us           286                                                                  [[8, 255, 4096]]            --  
                                         aten::_to_copy         0.03%       7.564ms         0.19%      52.756ms      51.319us          1028                                                      [[], [], [], [], [], [], []]            --  
                                               aten::mm         0.03%       7.493ms         0.03%       7.507ms     234.594us            32                                                            [[2040, 8], [8, 1024]]  1069547520.000  
                                            aten::copy_         0.03%       7.087ms         0.03%       7.087ms     110.734us            64                                          [[8, 32, 255, 64], [8, 32, 255, 64], []]            --  
                                         aten::_to_copy         0.03%       7.074ms         0.83%     230.040ms     450.176us           511                                          [[8, 255, 4096], [], [], [], [], [], []]            --  
                                              aten::add         0.02%       6.930ms         0.02%       6.930ms     216.565us            32                                          [[8, 8, 255, 128], [8, 8, 255, 128], []]  66846720.000  
                                              aten::mul         0.02%       6.092ms         0.03%       9.564ms     149.443us            64                                                                 [[8, 255, 1], []]    130560.000  
                                              aten::add         0.02%       6.057ms         0.04%      10.009ms     312.793us            32                                              [[8, 255, 1024], [8, 255, 1024], []]  66846720.000  
                                              aten::div         0.02%       5.760ms         0.03%       9.192ms     143.631us            64                                                                   [[8, 4096], []]            --  
                                               aten::mm         0.02%       5.729ms         0.02%       5.761ms     180.030us            32                                                         [[2040, 1024], [1024, 8]]  1069547520.000  
                                             aten::sqrt         0.02%       5.263ms         0.02%       5.263ms      82.240us            64                                                                       [[8, 4096]]            --  
                                              aten::neg         0.02%       5.193ms         0.02%       5.193ms      82.426us            63                                                                 [[8, 8, 255, 64]]            --  
       autograd::engine::evaluate_function: MmBackward0         0.02%       5.114ms        22.32%        6.192s      21.501ms           288                                                                                []            --  
                           BackwardHookFunctionBackward         0.02%       4.941ms         0.02%       4.941ms      17.275us           286                                                                  [[8, 255, 4096]]            --  
                                             aten::mean         0.02%       4.908ms         0.10%      26.713ms     410.965us            65                                                      [[8, 255, 4096], [], [], []]            --  
                                             aten::div_         0.02%       4.473ms         0.03%       7.995ms     122.996us            65                                                                 [[8, 255, 1], []]            --  
autograd::engine::evaluate_function: ToCopyBackward0...         0.02%       4.446ms         0.56%     154.180ms     604.628us           255                                                                                []            --  
                                             aten::view         0.02%       4.378ms         0.02%       4.378ms       5.964us           734                                                              [[8, 255, 4096], []]            --  
                                            aten::fill_         0.02%       4.328ms         0.02%       4.328ms     135.260us            32                                                           [[8, 255, 32, 128], []]            --  
                                   BackwardHookFunction         0.02%       4.167ms         0.02%       5.339ms      55.616us            96                                                                 [[8, 255, 14336]]            --  
                                            aten::fill_         0.01%       4.038ms         0.01%       4.038ms      63.089us            64                                                            [[8, 255, 8, 128], []]            --  
     autograd::engine::evaluate_function: ViewBackward0         0.01%       3.780ms         0.10%      28.948ms      53.807us           538                                                                                []            --  
                                            aten::copy_         0.01%       3.722ms         0.01%       3.722ms       3.620us          1028                                                                      [[], [], []]            --  
                                              aten::pow         0.01%       3.636ms         0.01%       3.849ms      60.146us            64                                                                 [[8, 255, 1], []]            --  
                                              aten::add         0.01%       3.461ms         0.02%       6.450ms      99.230us            65                                                             [[8, 255, 1], [], []]    132600.000  
                                            aten::rsqrt         0.01%       3.118ms         0.01%       3.118ms      47.967us            65                                                                     [[8, 255, 1]]            --  
                                            aten::copy_         0.01%       2.934ms         0.01%       2.934ms      47.326us            62                                            [[8, 8, 255, 64], [8, 8, 255, 64], []]            --  
                                              aten::div         0.01%       2.878ms         0.02%       4.624ms     144.503us            32                                                                   [[4096, 8], []]            --  
                                           MulBackward0         0.01%       2.672ms         0.73%     203.286ms     915.704us           222                                                                  [[8, 255, 4096]]            --  
                                             aten::sqrt         0.01%       2.523ms         0.01%       2.523ms      78.839us            32                                                                       [[4096, 8]]            --  
                                          aten::dropout         0.01%       2.511ms        28.35%        7.863s     122.858ms            64                                                          [[8, 255, 4096], [], []]            --  
                                            aten::copy_         0.01%       2.448ms         0.01%       2.448ms      78.976us            31                                          [[8, 255, 8, 128], [8, 255, 8, 128], []]            --  
                                               aten::to         0.01%       2.434ms         0.20%      55.189ms      53.686us          1028                                                              [[], [], [], [], []]            --  
                                            aten::fill_         0.01%       2.430ms         0.01%       2.430ms      39.186us            62                                                            [[8, 8, 255, 128], []]            --  
      autograd::engine::evaluate_function: PowBackward0         0.01%       2.422ms         0.59%     162.879ms       2.545ms            64                                                                                []            --  
                                             aten::view         0.01%       2.371ms         0.01%       2.371ms      10.634us           223                                                                [[2040, 4096], []]            --  
                                           aten::matmul         0.01%       2.345ms        11.15%        3.093s      48.331ms            64                                                   [[8, 255, 4096], [4096, 14336]]            --  
                                            aten::fill_         0.01%       2.301ms         0.01%       2.301ms      17.978us           128                                                                   [[8, 4096], []]            --  
                                              aten::mul         0.01%       2.276ms         0.01%       2.276ms      35.564us            64                                                        [[8, 255, 1], [8, 255, 1]]    130560.000  
                                   BackwardHookFunction         0.01%       2.272ms         0.01%       2.869ms      22.411us           128                                                                     [[8, 255, 8]]            --  
                                            aten::lerp_         0.01%       2.254ms         0.01%       2.254ms      35.217us            64                                                        [[8, 4096], [8, 4096], []]            --  
                                            aten::slice         0.01%       2.232ms         0.01%       2.666ms       7.034us           379                                                [[8, 8, 255, 128], [], [], [], []]            --  
autograd::engine::evaluate_function: ScaledDotProduc...         0.01%       2.165ms         8.14%        2.258s      70.551ms            32                                                                                []            --  
    autograd::engine::evaluate_function: SliceBackward0         0.01%       2.153ms         0.20%      54.627ms     433.547us           126                                                                                []            --  
      autograd::engine::evaluate_function: AddBackward0         0.01%       2.128ms         0.07%      19.162ms      75.144us           255                                                                                []            --  
                                            MmBackward0         0.01%       2.121ms         7.87%        2.183s      22.736ms            96                                                                    [[2040, 4096]]            --  
                                             aten::mul_         0.01%       2.090ms         0.02%       5.476ms      85.559us            64                                                                   [[8, 4096], []]            --  
                                            aten::zeros         0.01%       2.055ms         0.12%      33.576ms     117.811us           285                                                              [[], [], [], [], []]            --  
                                              aten::div         0.01%       2.002ms         0.01%       3.700ms     115.610us            32                                                                   [[1024, 8], []]            --  
                                         aten::addcdiv_         0.01%       1.918ms         0.01%       1.918ms      29.975us            64                                             [[8, 4096], [8, 4096], [8, 4096], []]            --  
                                           PowBackward0         0.01%       1.845ms         0.45%     125.368ms       1.959ms            64                                                                  [[8, 255, 4096]]            --  
                                             aten::sqrt         0.01%       1.842ms         0.01%       1.842ms      57.568us            32                                                                       [[1024, 8]]            --  
                           BackwardHookFunctionBackward         0.01%       1.837ms         0.01%       1.837ms      29.152us            63                                                                  [[8, 255, 1024]]            --  
                           BackwardHookFunctionBackward         0.01%       1.778ms         0.01%       1.778ms      18.518us            96                                                                 [[8, 255, 14336]]            --  
                                         RsqrtBackward0         0.01%       1.728ms         0.06%      17.418ms     272.159us            64                                                                     [[8, 255, 1]]            --  
                                             aten::add_         0.01%       1.701ms         0.03%       8.572ms      66.973us           128                                                                      [[], [], []]            --  
autograd::engine::evaluate_function: UnsafeViewBackw...         0.01%       1.630ms         0.02%       5.543ms      19.248us           288                                                                                []            --  
                                             aten::add_         0.01%       1.598ms         0.02%       4.998ms      78.090us            64                                                               [[8, 4096], [], []]            --  
                                            MmBackward0         0.01%       1.545ms         0.71%     195.851ms       3.109ms            63                                                                    [[2040, 1024]]            --  
                                            MmBackward0         0.01%       1.510ms         0.22%      59.893ms     935.826us            64                                                                       [[2040, 8]]            --  
                                            MmBackward0         0.01%       1.479ms        12.03%        3.338s      52.162ms            64                                                                   [[2040, 14336]]            --  
                                            aten::slice         0.01%       1.464ms         0.01%       1.796ms       7.014us           256                                               [[8, 32, 255, 128], [], [], [], []]            --  
                                             aten::view         0.00%       1.387ms         0.00%       1.387ms       7.222us           192                                                             [[8, 255, 14336], []]            --  
                                   BackwardHookFunction         0.00%       1.351ms         0.01%       1.696ms      26.919us            63                                                                  [[8, 255, 1024]]            --  
                                           aten::matmul         0.00%       1.343ms         2.92%     810.723ms      25.335ms            32                                                    [[8, 255, 4096], [4096, 4096]]            --  
                                        aten::transpose         0.00%       1.300ms         0.01%       1.810ms      14.137us           128                                                       [[8, 255, 32, 128], [], []]            --  
                                        ToCopyBackward0         0.00%       1.262ms         0.33%      92.045ms     414.618us           222                                                                  [[8, 255, 4096]]            --  
                                               aten::to         0.00%       1.257ms         0.51%     141.423ms     338.332us           418                                                  [[8, 255, 4096], [], [], [], []]            --  
                                         aten::addcmul_         0.00%       1.219ms         0.00%       1.219ms      19.051us            64                                             [[8, 4096], [8, 4096], [8, 4096], []]            --  
                                         aten::_to_copy         0.00%       1.191ms         0.07%      18.956ms     149.258us           127                                          [[8, 255, 1024], [], [], [], [], [], []]            --  
                                            aten::fill_         0.00%       1.152ms         0.00%       1.152ms      17.999us            64                                                                   [[4096, 8], []]            --  
                           BackwardHookFunctionBackward         0.00%       1.151ms         0.00%       1.151ms       8.989us           128                                                                     [[8, 255, 8]]            --  
                                            aten::lerp_         0.00%       1.122ms         0.00%       1.122ms      35.054us            32                                                        [[4096, 8], [4096, 8], []]            --  
                                          aten::reshape         0.00%       1.117ms         0.01%       3.545ms       8.522us           416                                                              [[8, 255, 4096], []]            --  
                                          aten::view_as         0.00%       1.078ms         0.01%       2.774ms       9.701us           286                                                  [[8, 255, 4096], [8, 255, 4096]]            --  
      autograd::engine::evaluate_function: CatBackward0         0.00%       1.066ms         0.02%       6.741ms      53.500us           126                                                                                []            --  
                                                aten::t         0.00%       1.045ms         0.01%       2.412ms      12.562us           192                                                                       [[8, 4096]]            --  
                                          ViewBackward0         0.00%       1.034ms         0.01%       2.982ms      15.694us           190                                                                    [[2040, 4096]]            --  
                                             aten::mul_         0.00%       1.033ms         0.01%       2.753ms      86.031us            32                                                                   [[4096, 8], []]            --  
                                             aten::view         0.00%       1.019ms         0.00%       1.019ms       4.612us           221                                                              [[8, 255, 1024], []]            --  
                                     aten::_unsafe_view         0.00%       1.019ms         0.00%       1.019ms      10.612us            96                                                                [[2040, 4096], []]            --  
                                        aten::transpose         0.00%       1.014ms         0.00%       1.313ms       6.872us           191                                                        [[8, 8, 255, 128], [], []]            --  
    autograd::engine::evaluate_function: RsqrtBackward0         0.00%       1.012ms         0.07%      18.431ms     287.977us            64                                                                                []            --  
                                           aten::matmul         0.00%     994.542us         0.19%      53.642ms     838.153us            64                                                       [[8, 255, 4096], [4096, 8]]            --  
     autograd::engine::evaluate_function: SiluBackward0         0.00%     994.048us         0.36%      99.063ms       3.096ms            32                                                                                []            --  
                                        aten::transpose         0.00%     990.738us         0.00%       1.263ms       5.639us           224                                                       [[8, 32, 255, 128], [], []]            --  
                                           aten::matmul         0.00%     968.027us         4.62%        1.280s      40.014ms            32                                                  [[8, 255, 14336], [14336, 4096]]            --  
                                         aten::addcdiv_         0.00%     964.742us         0.00%     964.742us      30.148us            32                                             [[4096, 8], [4096, 8], [4096, 8], []]            --  
                     Optimizer.zero_grad#Adam.zero_grad         0.00%     963.613us         0.00%     963.613us     963.613us             1                                                                                []            --  
                                        aten::transpose         0.00%     953.611us         0.00%       1.367ms       7.121us           192                                                               [[8, 4096], [], []]            --  
                                     aten::_unsafe_view         0.00%     925.656us         0.00%     925.656us      14.463us            64                                                               [[2040, 14336], []]            --  
                                               aten::to         0.00%     909.586us         0.33%      90.783ms     408.934us           222                                      [[8, 255, 4096], [], [], [], [], [], [], []]            --  
                                           MulBackward0         0.00%     898.363us         0.36%      98.474ms       3.077ms            32                                                                 [[8, 255, 14336]]            --  
                                           CatBackward0         0.00%     887.199us         0.02%       4.698ms      49.980us            94                                                                [[8, 8, 255, 128]]            --  
                                          aten::reshape         0.00%     868.418us         0.01%       3.239ms      14.590us           222                                                                [[2040, 4096], []]            --  
                                           aten::narrow         0.00%     857.246us         0.01%       2.714ms      10.728us           253                                                    [[8, 8, 255, 128], [], [], []]            --  
                                           MulBackward0         0.00%     844.554us         0.05%      14.685ms     236.857us            62                                                                [[8, 8, 255, 128]]            --  
autograd::engine::evaluate_function: TransposeBackwa...         0.00%     837.784us         0.01%       3.161ms      24.886us           127                                                                                []            --  
                                                aten::t         0.00%     823.135us         0.01%       2.029ms      21.133us            96                                                                   [[14336, 4096]]            --  
                                        aten::transpose         0.00%     822.395us         0.00%       1.133ms       8.855us           128                                                        [[8, 255, 8, 128], [], []]            --  
                                           aten::expand         0.00%     819.284us         0.00%       1.091ms      17.045us            64                                                             [[8, 255, 1], [], []]            --  
                                                aten::t         0.00%     810.588us         0.01%       1.894ms      19.731us            96                                                                   [[4096, 14336]]            --  
                                             aten::add_         0.00%     801.641us         0.01%       2.524ms      78.867us            32                                                               [[4096, 8], [], []]            --  
                                             aten::view         0.00%     799.372us         0.00%     799.372us       3.123us           256                                                                 [[8, 255, 8], []]            --  
                                   aten::slice_backward         0.00%     799.098us         0.03%       9.226ms     148.802us            62                                             [[8, 8, 255, 64], [], [], [], [], []]            --  
                                                aten::t         0.00%     776.514us         0.01%       1.729ms       9.100us           190                                                                       [[4096, 8]]            --  
                                        aten::transpose         0.00%     754.460us         0.00%       1.206ms      12.559us            96                                                           [[14336, 4096], [], []]            --  
                                            aten::fill_         0.00%     741.901us         0.00%     741.901us       5.751us           129                                                                 [[8, 255, 1], []]            --  
                                       aten::as_strided         0.00%     732.587us         0.00%     732.587us       1.285us           570                                                    [[8, 8, 255, 128], [], [], []]            --  
                                        aten::transpose         0.00%     689.712us         0.00%       1.084ms      11.287us            96                                                           [[4096, 14336], [], []]            --  
                                        aten::transpose         0.00%     684.806us         0.00%     952.562us       5.013us           190                                                               [[4096, 8], [], []]            --  
        autograd::engine::evaluate_function: TBackward0         0.00%     678.426us         0.01%       2.053ms      16.043us           128                                                                                []            --  
          ScaledDotProductFlashAttentionForCpuBackward0         0.00%     645.174us         8.13%        2.255s      70.483ms            32                                                               [[8, 32, 255, 128]]            --  
                                       aten::empty_like         0.00%     639.158us         0.02%       4.681ms      73.142us            64                                              [[8, 255, 4096], [], [], [], [], []]            --  
                                       aten::zeros_like         0.00%     634.453us         0.03%       8.870ms      69.296us           128                                                   [[8, 4096], [], [], [], [], []]            --  
                                          MeanBackward1         0.00%     626.363us         0.20%      56.406ms     881.349us            64                                                                     [[8, 255, 1]]            --  
                                   aten::slice_backward         0.00%     619.573us         0.07%      20.294ms     317.088us            64                                            [[8, 32, 255, 64], [], [], [], [], []]            --  
autograd::engine::evaluate_function: torch::autograd...         0.00%     618.566us         0.01%       2.410ms      18.828us           128                                                                                []            --  
                                             aten::mul_         0.00%     612.395us         0.01%       2.287ms      71.457us            32                                                                   [[1024, 8], []]            --  
                                         aten::addcmul_         0.00%     606.326us         0.00%     606.326us      18.948us            32                                             [[4096, 8], [4096, 8], [4096, 8], []]            --  
                                          aten::reshape         0.00%     606.301us         0.02%       5.511ms      87.470us            63                                                            [[8, 255, 8, 128], []]            --  
                                       aten::as_strided         0.00%     603.991us         0.00%     603.991us       1.258us           480                                                   [[8, 32, 255, 128], [], [], []]            --  
                                           aten::linear         0.00%     590.512us        11.16%        3.095s      48.364ms            64                                               [[8, 255, 4096], [14336, 4096], []]            --  
     autograd::engine::evaluate_function: MeanBackward1         0.00%     552.511us         0.21%      56.959ms     889.982us            64                                                                                []            --  
                                             aten::add_         0.00%     548.238us         0.01%       2.227ms      69.582us            32                                                               [[1024, 8], [], []]            --  
                                           aten::matmul         0.00%     543.022us         0.88%     245.323ms       7.666ms            32                                                    [[8, 255, 4096], [4096, 1024]]            --  
                                          aten::reshape         0.00%     528.826us         0.05%      14.048ms     219.504us            64                                                           [[8, 255, 32, 128], []]            --  
                                       aten::as_strided         0.00%     510.009us         0.00%     510.009us       3.984us           128                                                   [[8, 255, 32, 128], [], [], []]            --  
                                       aten::empty_like         0.00%     498.409us         0.02%       5.635ms      44.027us           128                                                   [[8, 4096], [], [], [], [], []]            --  
                                            aten::fill_         0.00%     469.680us         0.00%     469.680us       7.455us            63                                                                         [[0], []]            --  
                                          aten::view_as         0.00%     466.759us         0.00%       1.172ms      12.211us            96                                                [[8, 255, 14336], [8, 255, 14336]]            --  
                                    UnsafeViewBackward0         0.00%     462.809us         0.01%       1.413ms      14.717us            96                                                                  [[8, 255, 4096]]            --  
                                             aten::view         0.00%     456.383us         0.00%     456.383us      14.262us            32                                                                [[2040, 1024], []]            --  
                                       aten::as_strided         0.00%     451.218us         0.00%     451.218us       4.700us            96                                                       [[14336, 4096], [], [], []]            --  
                                           aten::narrow         0.00%     448.933us         0.00%       1.209ms       9.445us           128                                                   [[8, 32, 255, 128], [], [], []]            --  
      autograd::engine::evaluate_function: NegBackward0         0.00%     447.906us         0.03%       8.751ms     138.910us            63                                                                                []            --  
                                           MulBackward0         0.00%     432.272us         0.13%      35.028ms     547.307us            64                                                               [[8, 32, 255, 128]]            --  
                                                aten::t         0.00%     425.291us         0.00%     807.281us      12.614us            64                                                                    [[4096, 4096]]            --  
                                         SliceBackward0         0.00%     416.684us         0.03%       9.642ms     155.523us            62                                                                 [[8, 8, 255, 64]]            --  
                                     aten::_unsafe_view         0.00%     414.362us         0.00%     414.362us       6.474us            64                                                                [[2040, 1024], []]            --  
                                       aten::as_strided         0.00%     413.691us         0.00%     413.691us       2.155us           192                                                           [[8, 4096], [], [], []]            --  
                                           aten::linear         0.00%     413.688us         0.20%      55.376ms     865.252us            64                                                   [[8, 255, 4096], [8, 4096], []]            --  
autograd::engine::evaluate_function: torch::autograd...         0.00%     412.836us         0.00%       1.161ms      18.729us            62                                                                                []            --  
                    torch::autograd::WarnNotImplemented         0.00%     405.864us         0.00%     405.864us      13.092us            31                                                                    [[2040, 1024]]            --  
                                           aten::matmul         0.00%     405.250us         0.03%       8.180ms     255.638us            32                                                          [[8, 255, 8], [8, 1024]]            --  
                                            aten::zero_         0.00%     403.757us         0.00%     873.437us      13.864us            63                                                                             [[0]]            --  
                                       aten::as_strided         0.00%     393.848us         0.00%     393.848us       4.103us            96                                                       [[4096, 14336], [], [], []]            --  
                                     aten::_unsafe_view         0.00%     384.536us         0.00%     384.536us       6.008us            64                                                                   [[2040, 8], []]            --  
                                           aten::matmul         0.00%     379.306us         0.08%      23.575ms     736.714us            32                                                          [[8, 255, 8], [8, 4096]]            --  
                                             aten::item         0.00%     377.010us         0.00%     481.293us       3.702us           130                                                                              [[]]            --  
                                            aten::lerp_         0.00%     376.526us         0.00%     376.526us      11.766us            32                                                        [[1024, 8], [1024, 8], []]            --  
                                    UnsafeViewBackward0         0.00%     368.268us         0.00%       1.027ms      16.047us            64                                                                 [[8, 255, 14336]]            --  
                                            aten::clone         0.00%     367.414us         0.02%       4.436ms     143.090us            31                                                            [[8, 255, 8, 128], []]            --  
                     aten::scaled_dot_product_attention         0.00%     356.882us         0.97%     268.745ms       8.398ms            32       [[8, 32, 255, 128], [8, 8, 255, 128], [8, 8, 255, 128], [], [], [], [], []]            --  
                                             aten::view         0.00%     350.549us         0.00%     350.549us      10.955us            32                                                               [[2040, 14336], []]            --  
                    torch::autograd::WarnNotImplemented         0.00%     342.515us         0.00%     342.515us      11.049us            31                                                                    [[2040, 4096]]            --  
                        torch::autograd::AccumulateGrad         0.00%     341.670us         0.00%     687.278us      10.739us            64                                                                       [[8, 4096]]            --  
                                       aten::zeros_like         0.00%     341.168us         0.01%       3.369ms      52.643us            64                                                   [[1024, 8], [], [], [], [], []]            --  
                                            aten::clone         0.00%     335.952us         0.05%      13.112ms     409.749us            32                                                           [[8, 255, 32, 128], []]            --  
                                         aten::addcdiv_         0.00%     330.337us         0.00%     330.337us      10.323us            32                                             [[1024, 8], [1024, 8], [1024, 8], []]            --  
                                          aten::detach_         0.00%     327.642us         0.00%     420.749us       3.287us           128                                                                              [[]]            --  
                                          aten::reshape         0.00%     326.192us         0.00%       1.007ms      10.493us            96                                                             [[8, 255, 14336], []]            --  
                                     aten::index_select         0.00%     324.565us         0.00%     333.113us     333.113us             1                                                      [[128256, 4096], [], [2040]]            --  
                                           AddBackward0         0.00%     319.007us         0.00%     319.007us       3.323us            96                                                                  [[8, 255, 4096]]            --  
                                          SiluBackward0         0.00%     315.557us         0.35%      98.069ms       3.065ms            32                                                                 [[8, 255, 14336]]            --  
                                                aten::t         0.00%     314.055us         0.00%     696.017us      10.875us            64                                                                       [[1024, 8]]            --  
