-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  --------------------------------------------------------------------------------  ------------  
                                               aten::mm         0.70%     318.184ms         0.70%     318.185ms     318.185ms             1                                                    [[2048, 5120], [5120, 152064]]  3189013217280.000  
                                              aten::mul         0.45%     205.592ms         0.45%     205.592ms       1.428ms           144                                                [[8, 256, 13824], [8, 256, 13824]]  4076863488.000  
                                             aten::add_         0.40%     182.215ms         0.40%     182.215ms     639.352us           285                                              [[8, 256, 5120], [8, 256, 5120], []]            --  
autograd::engine::evaluate_function: BackwardHookFun...         0.37%     167.956ms         0.54%     246.883ms     286.407us           862                                                                                []            --  
                                              aten::mul         0.35%     160.583ms         0.38%     171.584ms     893.665us           192                                                              [[8, 256, 5120], []]  2013265920.000  
                                              aten::add         0.33%     149.871ms         0.40%     183.750ms     957.032us           192                                              [[8, 256, 5120], [8, 256, 5120], []]  2013265920.000  
                                              aten::mul         0.32%     143.572ms         0.32%     143.572ms     747.773us           192                                             [[8, 40, 256, 128], [1, 1, 256, 128]]  2013265920.000  
                                    aten::silu_backward         0.29%     129.862ms         0.29%     129.862ms       2.705ms            48                                                [[8, 256, 13824], [8, 256, 13824]]            --  
                                    aten::empty_strided         0.28%     126.640ms         0.28%     126.640ms      41.754us          3033                                                          [[], [], [], [], [], []]            --  
                                             aten::silu         0.27%     122.039ms         0.27%     122.039ms       2.542ms            48                                                                 [[8, 256, 13824]]            --  
                                              aten::mul         0.26%     119.853ms         0.26%     119.853ms     621.002us           193                                                     [[8, 256, 5120], [8, 256, 1]]  2023751680.000  
                                             aten::div_         0.26%     118.365ms         0.28%     127.329ms       1.326ms            96                                                              [[8, 256, 5120], []]            --  
                                               aten::mm         0.25%     113.021ms         0.25%     113.170ms     785.900us           144                                                         [[2048, 5120], [5120, 8]]  24159191040.000  
                                              aten::div         0.21%      96.714ms         0.22%     100.764ms       1.050ms            96                                                              [[8, 256, 5120], []]            --  
                                              aten::pow         0.21%      95.528ms         0.35%     160.348ms     830.816us           193                                                              [[8, 256, 5120], []]            --  
                                               aten::mm         0.19%      85.865ms         0.19%      85.980ms     605.491us           142                                                            [[2048, 8], [8, 5120]]  23823646720.000  
                                               aten::mm         0.18%      83.446ms         0.18%      83.495ms       1.739ms            48                                                         [[5120, 2048], [2048, 8]]  8053063680.000  
                                             aten::add_         0.17%      78.450ms         0.17%      78.450ms     817.187us            96                                        [[8, 40, 256, 128], [8, 40, 256, 128], []]            --  
                                            aten::empty         0.17%      75.926ms         0.17%      75.926ms      60.838us          1248                                                          [[], [], [], [], [], []]            --  
                                               aten::mm         0.11%      51.924ms         0.11%      52.004ms     541.704us            96                                                         [[8, 2048], [2048, 5120]]  16106127360.000  
                               Optimizer.step#Adam.step         0.11%      51.626ms         0.33%     151.905ms     151.905ms             1                                                                                []            --  
                                              aten::mul         0.11%      50.372ms         0.11%      50.372ms     524.709us            96                                                          [[8, 256, 5120], [5120]]  1006632960.000  
                                              aten::cat         0.11%      49.493ms         0.11%      51.043ms     264.472us           193                                                                          [[], []]            --  
                                              aten::mul         0.11%      48.118ms         0.11%      48.118ms     496.058us            97                                                          [[5120], [8, 256, 5120]]    496640.000  
                                              aten::add         0.10%      45.195ms         0.10%      45.195ms     941.561us            48                                        [[8, 40, 256, 128], [8, 40, 256, 128], []]  503316480.000  
                                     aten::_log_softmax         0.09%      41.751ms         0.09%      41.751ms      41.751ms             1                                                          [[2048, 152064], [], []]            --  
                                              aten::sum         0.09%      40.809ms         0.09%      41.393ms     431.177us            96                                                      [[8, 256, 5120], [], [], []]            --  
                                              aten::mul         0.09%      40.510ms         0.09%      40.510ms     213.213us           190                                              [[8, 8, 256, 128], [1, 1, 256, 128]]  398458880.000  
                                             aten::add_         0.09%      39.687ms         0.09%      39.687ms     826.816us            48                                                        [[2048, 5120], [5120], []]            --  
                                            aten::copy_         0.08%      35.957ms         0.08%      35.957ms      17.979ms             2                                          [[8, 256, 152064], [8, 256, 152064], []]            --  
                       aten::_log_softmax_backward_data         0.07%      32.961ms         0.07%      32.961ms      32.961ms             1                                          [[2048, 152064], [2048, 152064], [], []]            --  
                                               aten::mm         0.07%      30.643ms         0.07%      30.721ms     640.031us            48                                                         [[1024, 2048], [2048, 8]]  1610612736.000  
                                              aten::neg         0.06%      26.315ms         0.06%      26.315ms     274.118us            96                                                                [[8, 40, 256, 64]]            --  
                                              aten::sum         0.05%      24.968ms         0.06%      25.537ms     263.273us            97                                         [[8, 256, 5120], [], [], [], [8, 256, 1]]            --  
                                              aten::mul         0.05%      24.528ms         0.07%      29.891ms     311.361us            96                                                              [[8, 256, 1024], []]  201326592.000  
                                            aten::fill_         0.04%      20.437ms         0.04%      20.437ms     212.887us            96                                                           [[8, 40, 256, 128], []]            --  
                                            aten::copy_         0.04%      19.381ms         0.04%      19.381ms     101.470us           191                                              [[8, 256, 1024], [8, 256, 1024], []]            --  
                                            aten::copy_         0.04%      18.023ms         0.04%      18.023ms     375.480us            48                                        [[8, 256, 40, 128], [8, 256, 40, 128], []]            --  
                                             aten::add_         0.04%      16.915ms         0.04%      16.915ms     179.948us            94                                          [[8, 8, 256, 128], [8, 8, 256, 128], []]            --  
      autograd::engine::evaluate_function: MulBackward0         0.04%      16.653ms         1.65%     750.425ms       1.210ms           620                                                                                []            --  
                                            aten::fill_         0.03%      14.181ms         0.03%      14.181ms      14.181ms             1                                                              [[2048, 152064], []]            --  
                                   BackwardHookFunction         0.03%      13.944ms         0.04%      18.467ms      42.946us           430                                                                  [[8, 256, 5120]]            --  
                                            aten::copy_         0.03%      13.230ms         0.03%      13.230ms     137.816us            96                                          [[8, 40, 256, 64], [8, 40, 256, 64], []]            --  
                                         aten::_to_copy         0.02%      11.312ms         0.99%     450.202ms     586.965us           767                                          [[8, 256, 5120], [], [], [], [], [], []]            --  
                                              aten::add         0.02%      10.843ms         0.02%      10.843ms     225.901us            48                                          [[8, 8, 256, 128], [8, 8, 256, 128], []]  100663296.000  
                                         aten::_to_copy         0.02%      10.788ms         0.16%      71.388ms      46.356us          1540                                                      [[], [], [], [], [], [], []]            --  
                                               aten::mm         0.02%      10.630ms         0.02%      10.657ms     222.018us            48                                                            [[2048, 8], [8, 1024]]  1610612736.000  
                                               aten::mm         0.02%       9.540ms         0.02%       9.588ms     199.743us            48                                                         [[2048, 1024], [1024, 8]]  1610612736.000  
                                              aten::mul         0.02%       9.386ms         0.03%      14.738ms     153.518us            96                                                                 [[8, 256, 1], []]    196608.000  
                                              aten::add         0.02%       8.866ms         0.03%      15.238ms     317.464us            48                                              [[8, 256, 1024], [8, 256, 1024], []]  100663296.000  
                                             aten::mean         0.02%       8.708ms         0.11%      48.736ms     502.430us            97                                                      [[8, 256, 5120], [], [], []]            --  
       autograd::engine::evaluate_function: MmBackward0         0.02%       8.572ms        23.05%       10.478s      27.215ms           385                                                                                []            --  
                                              aten::neg         0.02%       8.494ms         0.02%       8.494ms      89.414us            95                                                                 [[8, 8, 256, 64]]            --  
                                             aten::div_         0.02%       8.478ms         0.03%      14.490ms     149.386us            97                                                                 [[8, 256, 1], []]            --  
autograd::engine::evaluate_function: ToCopyBackward0...         0.02%       8.452ms         0.66%     301.763ms     787.893us           383                                                                                []            --  
                                             aten::add_         0.02%       8.361ms         0.02%       8.361ms     174.192us            48                                                        [[2048, 1024], [1024], []]            --  
                           BackwardHookFunctionBackward         0.02%       8.227ms         0.02%       8.227ms      19.133us           430                                                                  [[8, 256, 5120]]            --  
                                            aten::fill_         0.02%       7.335ms         0.02%       7.335ms     152.803us            48                                                           [[8, 256, 40, 128], []]            --  
                                             aten::view         0.02%       6.985ms         0.02%       6.985ms       6.339us          1102                                                              [[8, 256, 5120], []]            --  
     autograd::engine::evaluate_function: ViewBackward0         0.01%       6.502ms         0.11%      48.100ms      56.126us           857                                                                                []            --  
                                              aten::div         0.01%       6.089ms         0.02%       9.792ms     101.996us            96                                                                   [[8, 5120], []]            --  
                                              aten::add         0.01%       5.838ms         0.02%      10.813ms     111.472us            97                                                             [[8, 256, 1], [], []]    198656.000  
                                              aten::pow         0.01%       5.729ms         0.01%       6.059ms      63.111us            96                                                                 [[8, 256, 1], []]            --  
                                            aten::copy_         0.01%       5.572ms         0.01%       5.572ms       3.618us          1540                                                                      [[], [], []]            --  
                                            aten::rsqrt         0.01%       5.469ms         0.01%       5.469ms      56.377us            97                                                                     [[8, 256, 1]]            --  
                                   BackwardHookFunction         0.01%       5.299ms         0.02%       6.868ms      47.693us           144                                                                 [[8, 256, 13824]]            --  
                                             aten::sqrt         0.01%       5.159ms         0.01%       5.159ms      53.740us            96                                                                       [[8, 5120]]            --  
                                            aten::copy_         0.01%       4.788ms         0.01%       4.788ms      50.933us            94                                            [[8, 8, 256, 64], [8, 8, 256, 64], []]            --  
                                            aten::copy_         0.01%       4.324ms         0.01%       4.324ms      92.009us            47                                          [[8, 256, 8, 128], [8, 256, 8, 128], []]            --  
      autograd::engine::evaluate_function: PowBackward0         0.01%       4.268ms         0.72%     325.831ms       3.394ms            96                                                                                []            --  
                                           MulBackward0         0.01%       4.178ms         0.87%     396.943ms       1.188ms           334                                                                  [[8, 256, 5120]]            --  
                                            aten::fill_         0.01%       4.144ms         0.01%       4.144ms      44.084us            94                                                            [[8, 8, 256, 128], []]            --  
    autograd::engine::evaluate_function: SliceBackward0         0.01%       3.967ms         0.23%     105.720ms     556.421us           190                                                                                []            --  
                                               aten::to         0.01%       3.724ms         0.17%      75.111ms      48.774us          1540                                                              [[], [], [], [], []]            --  
                                          aten::dropout         0.01%       3.710ms        28.23%       12.836s     133.712ms            96                                                          [[8, 256, 5120], [], []]            --  
autograd::engine::evaluate_function: ScaledDotProduc...         0.01%       3.690ms        10.39%        4.723s      98.402ms            48                                                                                []            --  
                                              aten::mul         0.01%       3.678ms         0.01%       3.678ms      38.315us            96                                                        [[8, 256, 1], [8, 256, 1]]    196608.000  
                                            MmBackward0         0.01%       3.478ms         9.13%        4.149s      28.812ms           144                                                                    [[2048, 5120]]            --  
                                            aten::fill_         0.01%       3.444ms         0.01%       3.444ms      35.877us            96                                                            [[8, 256, 8, 128], []]            --  
                                            aten::slice         0.01%       3.408ms         0.01%       4.053ms       7.099us           571                                                [[8, 8, 256, 128], [], [], [], []]            --  
                                             aten::view         0.01%       3.404ms         0.01%       3.404ms      10.161us           335                                                                [[2048, 5120], []]            --  
      autograd::engine::evaluate_function: AddBackward0         0.01%       3.315ms         0.08%      37.314ms      97.427us           383                                                                                []            --  
                                           PowBackward0         0.01%       3.255ms         0.56%     253.353ms       2.639ms            96                                                                  [[8, 256, 5120]]            --  
                                   BackwardHookFunction         0.01%       3.202ms         0.01%       4.130ms      21.511us           192                                                                     [[8, 256, 8]]            --  
                                           aten::matmul         0.01%       3.183ms        11.20%        5.092s      53.046ms            96                                                   [[8, 256, 5120], [5120, 13824]]            --  
                                            aten::fill_         0.01%       3.181ms         0.01%       3.181ms      16.566us           192                                                                   [[8, 5120], []]            --  
                                            aten::zeros         0.01%       3.152ms         0.12%      56.002ms     130.540us           429                                                              [[], [], [], [], []]            --  
                                              aten::div         0.01%       2.982ms         0.01%       4.822ms     100.463us            48                                                                   [[5120, 8], []]            --  
                           BackwardHookFunctionBackward         0.01%       2.938ms         0.01%       2.938ms      30.922us            95                                                                  [[8, 256, 1024]]            --  
                                         RsqrtBackward0         0.01%       2.887ms         0.06%      27.361ms     285.014us            96                                                                     [[8, 256, 1]]            --  
                                             aten::mul_         0.01%       2.829ms         0.01%       6.441ms      67.091us            96                                                                   [[8, 5120], []]            --  
                                             aten::sqrt         0.01%       2.766ms         0.01%       2.766ms      57.629us            48                                                                       [[5120, 8]]            --  
                           BackwardHookFunctionBackward         0.01%       2.755ms         0.01%       2.755ms      19.130us           144                                                                 [[8, 256, 13824]]            --  
                                            aten::copy_         0.01%       2.611ms         0.01%       2.611ms      54.406us            48                                                  [[2048, 1024], [2048, 1024], []]            --  
                                            aten::lerp_         0.01%       2.604ms         0.01%       2.604ms      27.127us            96                                                        [[8, 5120], [8, 5120], []]            --  
                                            MmBackward0         0.01%       2.422ms         0.23%     104.784ms       1.091ms            96                                                                       [[2048, 8]]            --  
                                             aten::add_         0.01%       2.418ms         0.02%       9.852ms      51.310us           192                                                                      [[], [], []]            --  
                                             aten::add_         0.01%       2.403ms         0.01%       6.017ms      62.681us            96                                                               [[8, 5120], [], []]            --  
                                            MmBackward0         0.01%       2.312ms        12.32%        5.601s      58.343ms            96                                                                   [[2048, 13824]]            --  
                                         aten::addcdiv_         0.01%       2.292ms         0.01%       2.292ms      23.871us            96                                             [[8, 5120], [8, 5120], [8, 5120], []]            --  
                                              aten::div         0.00%       2.265ms         0.01%       4.153ms      86.520us            48                                                                   [[1024, 8], []]            --  
                                            aten::slice         0.00%       2.253ms         0.01%       2.775ms       7.226us           384                                               [[8, 40, 256, 128], [], [], [], []]            --  
autograd::engine::evaluate_function: UnsafeViewBackw...         0.00%       2.236ms         0.02%       7.932ms      20.602us           385                                                                                []            --  
                                           aten::matmul         0.00%       2.102ms         3.56%        1.620s      33.749ms            48                                                    [[8, 256, 5120], [5120, 5120]]            --  
                                   BackwardHookFunction         0.00%       2.059ms         0.01%       2.545ms      26.786us            95                                                                  [[8, 256, 1024]]            --  
                                        aten::transpose         0.00%       2.036ms         0.01%       2.828ms      14.732us           192                                                       [[8, 256, 40, 128], [], []]            --  
                                               aten::to         0.00%       2.028ms         0.59%     266.645ms     425.950us           626                                                  [[8, 256, 5120], [], [], [], []]            --  
                                             aten::sqrt         0.00%       2.011ms         0.00%       2.011ms      41.891us            48                                                                       [[1024, 8]]            --  
                                        ToCopyBackward0         0.00%       2.009ms         0.42%     189.059ms     566.045us           334                                                                  [[8, 256, 5120]]            --  
                           BackwardHookFunctionBackward         0.00%       1.917ms         0.00%       1.917ms       9.985us           192                                                                     [[8, 256, 8]]            --  
                                             aten::view         0.00%       1.875ms         0.00%       1.875ms       6.511us           288                                                             [[8, 256, 13824], []]            --  
    autograd::engine::evaluate_function: RsqrtBackward0         0.00%       1.852ms         0.06%      29.213ms     304.301us            96                                                                                []            --  
                                     aten::_unsafe_view         0.00%       1.765ms         0.00%       1.765ms      12.257us           144                                                                [[2048, 5120], []]            --  
                                         aten::_to_copy         0.00%       1.744ms         0.07%      30.612ms     160.275us           191                                          [[8, 256, 1024], [], [], [], [], [], []]            --  
                                          aten::view_as         0.00%       1.744ms         0.01%       4.523ms      10.518us           430                                                  [[8, 256, 5120], [8, 256, 5120]]            --  
                                          ViewBackward0         0.00%       1.741ms         0.01%       4.696ms      16.420us           286                                                                    [[2048, 5120]]            --  
                                         aten::addcmul_         0.00%       1.719ms         0.00%       1.719ms      17.903us            96                                             [[8, 5120], [8, 5120], [8, 5120], []]            --  
      autograd::engine::evaluate_function: CatBackward0         0.00%       1.693ms         0.02%      10.630ms      55.947us           190                                                                                []            --  
                                          aten::reshape         0.00%       1.693ms         0.01%       5.344ms       9.278us           576                                                              [[8, 256, 5120], []]            --  
     autograd::engine::evaluate_function: SiluBackward0         0.00%       1.679ms         0.29%     132.044ms       2.751ms            48                                                                                []            --  
                                            MmBackward0         0.00%       1.654ms         0.10%      43.638ms     909.133us            48                                                                    [[2048, 1024]]            --  
                                                aten::t         0.00%       1.601ms         0.01%       3.607ms      12.525us           288                                                                       [[8, 5120]]            --  
                                            aten::fill_         0.00%       1.580ms         0.00%       1.580ms      16.459us            96                                                                   [[5120, 8], []]            --  
                                           aten::matmul         0.00%       1.547ms         0.19%      86.120ms     897.082us            96                                                       [[8, 256, 5120], [5120, 8]]            --  
                                        aten::transpose         0.00%       1.540ms         0.00%       1.961ms       6.833us           287                                                        [[8, 8, 256, 128], [], []]            --  
                                        aten::transpose         0.00%       1.535ms         0.00%       1.933ms       5.752us           336                                                       [[8, 40, 256, 128], [], []]            --  
                                           aten::matmul         0.00%       1.467ms         4.65%        2.115s      44.070ms            48                                                  [[8, 256, 13824], [13824, 5120]]            --  
                                               aten::to         0.00%       1.465ms         0.41%     187.050ms     560.030us           334                                      [[8, 256, 5120], [], [], [], [], [], [], []]            --  
                                             aten::view         0.00%       1.460ms         0.00%       1.460ms       4.385us           333                                                              [[8, 256, 1024], []]            --  
                                             aten::mul_         0.00%       1.447ms         0.01%       3.258ms      67.876us            48                                                                   [[5120, 8], []]            --  
                                           MulBackward0         0.00%       1.437ms         0.05%      21.173ms     225.247us            94                                                                [[8, 8, 256, 128]]            --  
                                        aten::transpose         0.00%       1.388ms         0.00%       2.006ms       6.964us           288                                                               [[8, 5120], [], []]            --  
                     Optimizer.zero_grad#Adam.zero_grad         0.00%       1.383ms         0.00%       1.383ms       1.383ms             1                                                                                []            --  
                                           aten::narrow         0.00%       1.382ms         0.01%       4.152ms      10.897us           381                                                    [[8, 8, 256, 128], [], [], []]            --  
                                           CatBackward0         0.00%       1.379ms         0.02%       7.335ms      51.658us           142                                                                [[8, 8, 256, 128]]            --  
autograd::engine::evaluate_function: TransposeBackwa...         0.00%       1.309ms         0.01%       4.909ms      25.704us           191                                                                                []            --  
                                     aten::_unsafe_view         0.00%       1.304ms         0.00%       1.304ms      13.582us            96                                                               [[2048, 13824], []]            --  
                                           aten::expand         0.00%       1.299ms         0.00%       1.709ms      17.798us            96                                                             [[8, 256, 1], [], []]            --  
                                           MulBackward0         0.00%       1.292ms         0.31%     139.684ms       2.910ms            48                                                                 [[8, 256, 13824]]            --  
                                                aten::t         0.00%       1.292ms         0.01%       3.102ms      21.541us           144                                                                   [[13824, 5120]]            --  
                                            aten::lerp_         0.00%       1.291ms         0.00%       1.291ms      26.905us            48                                                        [[5120, 8], [5120, 8], []]            --  
                                          aten::reshape         0.00%       1.284ms         0.01%       4.687ms      14.032us           334                                                                [[2048, 5120], []]            --  
                                                aten::t         0.00%       1.254ms         0.01%       2.897ms      20.119us           144                                                                   [[5120, 13824]]            --  
                                        aten::transpose         0.00%       1.238ms         0.00%       1.703ms       8.872us           192                                                        [[8, 256, 8, 128], [], []]            --  
                                   aten::slice_backward         0.00%       1.238ms         0.03%      15.325ms     163.036us            94                                             [[8, 8, 256, 64], [], [], [], [], []]            --  
                                             aten::view         0.00%       1.188ms         0.00%       1.188ms       3.095us           384                                                                 [[8, 256, 8], []]            --  
                                             aten::add_         0.00%       1.184ms         0.01%       3.023ms      62.989us            48                                                               [[5120, 8], [], []]            --  
                                             aten::view         0.00%       1.161ms         0.00%       1.161ms      12.097us            96                                                                [[2048, 1024], []]            --  
                                                aten::t         0.00%       1.159ms         0.01%       2.656ms       9.286us           286                                                                       [[5120, 8]]            --  
                                            aten::fill_         0.00%       1.154ms         0.00%       1.154ms       5.977us           193                                                                 [[8, 256, 1], []]            --  
                                         aten::addcdiv_         0.00%       1.146ms         0.00%       1.146ms      23.879us            48                                             [[5120, 8], [5120, 8], [5120, 8], []]            --  
                                        aten::transpose         0.00%       1.144ms         0.00%       1.810ms      12.569us           144                                                           [[13824, 5120], [], []]            --  
                                        aten::transpose         0.00%       1.087ms         0.00%       1.497ms       5.234us           286                                                               [[5120, 8], [], []]            --  
                                           aten::linear         0.00%       1.071ms         0.88%     398.041ms       8.293ms            48                                            [[8, 256, 5120], [1024, 5120], [1024]]            --  
                                       aten::as_strided         0.00%       1.066ms         0.00%       1.066ms       1.243us           858                                                    [[8, 8, 256, 128], [], [], []]            --  
        autograd::engine::evaluate_function: TBackward0         0.00%       1.061ms         0.01%       3.264ms      17.002us           192                                                                                []            --  
                                        aten::transpose         0.00%       1.042ms         0.00%       1.643ms      11.408us           144                                                           [[5120, 13824], [], []]            --  
                                          MeanBackward1         0.00%       1.019ms         0.23%     103.492ms       1.078ms            96                                                                     [[8, 256, 1]]            --  
autograd::engine::evaluate_function: torch::autograd...         0.00%     976.850us         0.01%       3.736ms      19.460us           192                                                                                []            --  
                                   aten::slice_backward         0.00%     975.848us         0.09%      40.040ms     417.083us            96                                            [[8, 40, 256, 64], [], [], [], [], []]            --  
          ScaledDotProductFlashAttentionForCpuBackward0         0.00%     969.552us        10.38%        4.720s      98.325ms            48                                                               [[8, 40, 256, 128]]            --  
                                           aten::linear         0.00%     964.064us        11.21%        5.096s      53.080ms            96                                               [[8, 256, 5120], [13824, 5120], []]            --  
                                          aten::reshape         0.00%     960.124us         0.02%       9.185ms      96.682us            95                                                            [[8, 256, 8, 128], []]            --  
     autograd::engine::evaluate_function: MeanBackward1         0.00%     951.278us         0.23%     104.443ms       1.088ms            96                                                                                []            --  
                                       aten::as_strided         0.00%     919.580us         0.00%     919.580us       1.277us           720                                                   [[8, 40, 256, 128], [], [], []]            --  
                                       aten::empty_like         0.00%     907.829us         0.02%       8.006ms      83.393us            96                                              [[8, 256, 5120], [], [], [], [], []]            --  
                                         AddmmBackward0         0.00%     899.835us         0.72%     328.745ms       6.995ms            47                                                                    [[2048, 1024]]            --  
                                       aten::zeros_like         0.00%     849.351us         0.02%      10.546ms      54.929us           192                                                   [[8, 5120], [], [], [], [], []]            --  
                                         aten::addcmul_         0.00%     847.349us         0.00%     847.349us      17.653us            48                                             [[5120, 8], [5120, 8], [5120, 8], []]            --  
                                             aten::mul_         0.00%     835.367us         0.01%       2.618ms      54.541us            48                                                                   [[1024, 8], []]            --  
                                          aten::reshape         0.00%     835.100us         0.05%      22.830ms     237.813us            96                                                           [[8, 256, 40, 128], []]            --  
                                       aten::as_strided         0.00%     792.654us         0.00%     792.654us       4.128us           192                                                   [[8, 256, 40, 128], [], [], []]            --  
                                    UnsafeViewBackward0         0.00%     788.433us         0.01%       2.356ms      16.361us           144                                                                  [[8, 256, 5120]]            --  
                                             aten::add_         0.00%     752.353us         0.01%       2.548ms      53.092us            48                                                               [[1024, 8], [], []]            --  
                                           MulBackward0         0.00%     743.920us         0.16%      71.662ms     746.483us            96                                                               [[8, 40, 256, 128]]            --  
                                            aten::fill_         0.00%     735.965us         0.00%     735.965us       7.747us            95                                                                         [[0], []]            --  
                                           aten::narrow         0.00%     684.570us         0.00%       1.892ms       9.856us           192                                                   [[8, 40, 256, 128], [], [], []]            --  
                                                aten::t         0.00%     681.177us         0.00%       1.281ms      13.339us            96                                                                    [[5120, 5120]]            --  
                                       aten::as_strided         0.00%     666.098us         0.00%     666.098us       4.626us           144                                                       [[13824, 5120], [], [], []]            --  
autograd::engine::evaluate_function: torch::autograd...         0.00%     656.444us         0.00%       1.846ms      19.643us            94                                                                                []            --  
      autograd::engine::evaluate_function: NegBackward0         0.00%     654.777us         0.04%      18.140ms     190.948us            95                                                                                []            --  
                    torch::autograd::WarnNotImplemented         0.00%     651.418us         0.00%     651.418us      13.860us            47                                                                    [[2048, 1024]]            --  
                                       aten::empty_like         0.00%     650.112us         0.01%       6.174ms      32.155us           192                                                   [[8, 5120], [], [], [], [], []]            --  
                                            aten::zero_         0.00%     634.951us         0.00%       1.371ms      14.431us            95                                                                             [[0]]            --  
                                           aten::linear         0.00%     634.292us         0.20%      88.666ms     923.600us            96                                                   [[8, 256, 5120], [8, 5120], []]            --  
                                           aten::matmul         0.00%     629.058us         0.09%      39.275ms     818.232us            48                                                          [[8, 256, 8], [8, 5120]]            --  
                                         SliceBackward0         0.00%     623.729us         0.04%      15.949ms     169.671us            94                                                                 [[8, 8, 256, 64]]            --  
                                     aten::_unsafe_view         0.00%     623.065us         0.00%     623.065us       6.490us            96                                                                   [[2048, 8], []]            --  
                                       aten::as_strided         0.00%     617.753us         0.00%     617.753us       2.145us           288                                                           [[8, 5120], [], [], []]            --  
                                          aten::view_as         0.00%     610.527us         0.00%       1.569ms      10.897us           144                                                [[8, 256, 13824], [8, 256, 13824]]            --  
                                       aten::as_strided         0.00%     600.405us         0.00%     600.405us       4.169us           144                                                       [[5120, 13824], [], [], []]            --  
    autograd::engine::evaluate_function: AddmmBackward0         0.00%     578.268us         0.72%     329.324ms       7.007ms            47                                                                                []            --  
                                             aten::view         0.00%     574.436us         0.00%     574.436us      11.967us            48                                                               [[2048, 13824], []]            --  
                                    UnsafeViewBackward0         0.00%     571.345us         0.00%       1.487ms      15.486us            96                                                                 [[8, 256, 13824]]            --  
                                            aten::clone         0.00%     568.580us         0.02%       7.494ms     159.451us            47                                                            [[8, 256, 8, 128], []]            --  
                    torch::autograd::WarnNotImplemented         0.00%     538.620us         0.00%     538.620us      11.460us            47                                                                    [[2048, 5120]]            --  
                     aten::scaled_dot_product_attention         0.00%     537.912us         0.75%     341.839ms       7.122ms            48       [[8, 40, 256, 128], [8, 8, 256, 128], [8, 8, 256, 128], [], [], [], [], []]            --  
                                           aten::matmul         0.00%     536.404us         0.03%      11.570ms     241.043us            48                                                          [[8, 256, 8], [8, 1024]]            --  
                        torch::autograd::AccumulateGrad         0.00%     533.537us         0.00%       1.101ms      11.473us            96                                                                       [[8, 5120]]            --  
                                            aten::clone         0.00%     510.735us         0.05%      21.348ms     444.741us            48                                                           [[8, 256, 40, 128], []]            --  
                                             aten::item         0.00%     509.843us         0.00%     659.707us       3.401us           194                                                                              [[]]            --  
                                          SiluBackward0         0.00%     503.482us         0.29%     130.366ms       2.716ms            48                                                                 [[8, 256, 13824]]            --  
                                            aten::lerp_         0.00%     498.124us         0.00%     498.124us      10.378us            48                                                        [[1024, 8], [1024, 8], []]            --  
                                          ViewBackward0         0.00%     497.830us         0.00%       1.252ms      26.089us            48                                                                   [[2048, 13824]]            --  
                                          ViewBackward0         0.00%     486.799us         0.02%       9.672ms     101.806us            95                                                                [[8, 256, 8, 128]]            --  
